Almacen,Código de barras,Stock min,ROP,Stock Max
Sucursal Guadalajara,362032070131,0,0,0
Sucursal Guadalajara,362032070179,0,0,0
Sucursal Guadalajara,362032070193,0,0,0
Sucursal Guadalajara,362032070209,0,0,0
Sucursal Guadalajara,362032070445,0,0,0
Sucursal Guadalajara,362032070452,0,0,0
Sucursal Guadalajara,362032070582,0,0,0
Sucursal Guadalajara,362032072029,0,0,0
Sucursal Guadalajara,362032077680,0,0,0
Sucursal Guadalajara,362032079097,0,0,0
Sucursal Guadalajara,362032087909,0,0,0
Sucursal Guadalajara,362032100364,0,0,0
Sucursal Guadalajara,362032101361,0,0,0
Sucursal Guadalajara,362032116365,0,0,0
Sucursal Guadalajara,362032140100,0,0,0
Sucursal Guadalajara,362032161037,0,0,0
Sucursal Guadalajara,362032610047,0,0,0
Sucursal Guadalajara,362032612041,0,0,0
Sucursal Guadalajara,362032650074,0,0,0
Sucursal Guadalajara,362032811093,0,0,0
Sucursal Guadalajara,390205022694,1,1,1
Sucursal Guadalajara,390205022878,0,0,0
Sucursal Guadalajara,390205022892,2,2,2
Sucursal Guadalajara,390205025008,2,2,2
Sucursal Guadalajara,390205025107,0,0,0
Sucursal Guadalajara,390205025121,0,0,0
Sucursal Guadalajara,390205025206,3,3,3
Sucursal Guadalajara,390205025787,3,3,3
Sucursal Guadalajara,390205025824,2,2,2
Sucursal Guadalajara,608819261133,0,0,0
Sucursal Guadalajara,608819261164,0,0,0
Sucursal Guadalajara,608819261195,0,0,0
Sucursal Guadalajara,609207621133,3,3,3
Sucursal Guadalajara,635494310207,0,0,0
Sucursal Guadalajara,635494314120,0,0,0
Sucursal Guadalajara,635494314205,1,1,1
Sucursal Guadalajara,635494316124,0,0,0
Sucursal Guadalajara,635494317121,0,0,0
Sucursal Guadalajara,635494317206,1,1,1
Sucursal Guadalajara,635494323122,0,0,0
Sucursal Guadalajara,635494327120,0,0,0
Sucursal Guadalajara,635494327205,0,0,0
Sucursal Guadalajara,635494328202,0,0,0
Sucursal Guadalajara,635494330120,0,0,0
Sucursal Guadalajara,635494330205,0,0,0
Sucursal Guadalajara,635494331127,0,0,0
Sucursal Guadalajara,635494345254,0,0,0
Sucursal Guadalajara,635494347203,0,0,0
Sucursal Guadalajara,635494348200,0,0,0
Sucursal Guadalajara,635494349207,0,0,0
Sucursal Guadalajara,635494352122,0,0,0
Sucursal Guadalajara,635494358209,0,0,0
Sucursal Guadalajara,635494363210,2,2,2
Sucursal Guadalajara,635494377002,0,0,0
Sucursal Guadalajara,635494390124,0,0,0
Sucursal Guadalajara,635494391206,2,2,2
Sucursal Guadalajara,679795082005,0,0,0
Sucursal Guadalajara,679795082012,0,0,0
Sucursal Guadalajara,679795082029,0,0,0
Sucursal Guadalajara,679795082043,0,0,0
Sucursal Guadalajara,679795082050,0,0,0
Sucursal Guadalajara,679795082098,0,0,0
Sucursal Guadalajara,679795082128,0,0,0
Sucursal Guadalajara,679795082135,0,0,0
Sucursal Guadalajara,679795082142,0,0,0
Sucursal Guadalajara,679795083033,0,0,0
Sucursal Guadalajara,679795083057,0,0,0
Sucursal Guadalajara,679795083071,0,0,0
Sucursal Guadalajara,679795083088,0,0,0
Sucursal Guadalajara,679795083095,0,0,0
Sucursal Guadalajara,679795083118,0,0,0
Sucursal Guadalajara,679795083231,0,0,0
Sucursal Guadalajara,679795083248,0,0,0
Sucursal Guadalajara,679795083279,0,0,0
Sucursal Guadalajara,679795083309,0,0,0
Sucursal Guadalajara,679795083330,0,0,0
Sucursal Guadalajara,679795083347,0,0,0
Sucursal Guadalajara,679795083378,0,0,0
Sucursal Guadalajara,679795083392,0,0,0
Sucursal Guadalajara,679795083460,0,0,0
Sucursal Guadalajara,679795083484,0,0,0
Sucursal Guadalajara,679795083491,0,0,0
Sucursal Guadalajara,679795083507,0,0,0
Sucursal Guadalajara,679795083668,0,0,0
Sucursal Guadalajara,679795083682,0,0,0
Sucursal Guadalajara,679795083699,0,0,0
Sucursal Guadalajara,679795083705,0,0,0
Sucursal Guadalajara,679795083736,0,0,0
Sucursal Guadalajara,679795083798,0,0,0
Sucursal Guadalajara,679795083828,0,0,0
Sucursal Guadalajara,679795083835,0,0,0
Sucursal Guadalajara,679795083842,0,0,0
Sucursal Guadalajara,679795083859,0,0,0
Sucursal Guadalajara,679795083866,0,0,0
Sucursal Guadalajara,679795083910,0,0,0
Sucursal Guadalajara,679795083941,0,0,0
Sucursal Guadalajara,679795083965,0,0,0
Sucursal Guadalajara,679795084078,0,0,0
Sucursal Guadalajara,679795084085,0,0,0
Sucursal Guadalajara,679795084092,0,0,0
Sucursal Guadalajara,679795084252,0,0,0
Sucursal Guadalajara,679795084443,0,0,0
Sucursal Guadalajara,679795084450,0,0,0
Sucursal Guadalajara,679795084733,0,0,0
Sucursal Guadalajara,689076177184,0,0,0
Sucursal Guadalajara,689076327190,0,0,0
Sucursal Guadalajara,689076362153,3,3,3
Sucursal Guadalajara,689076724531,0,0,0
Sucursal Guadalajara,689076961370,0,0,0
Sucursal Guadalajara,705105259505,0,0,0
Sucursal Guadalajara,705105259604,0,0,0
Sucursal Guadalajara,705105299372,1,1,1
Sucursal Guadalajara,713443081016,0,0,0
Sucursal Guadalajara,713443081023,1,1,1
Sucursal Guadalajara,713443082006,0,0,0
Sucursal Guadalajara,713443082020,0,0,0
Sucursal Guadalajara,713443083003,0,0,0
Sucursal Guadalajara,713443083010,0,0,0
Sucursal Guadalajara,713443084017,0,0,0
Sucursal Guadalajara,713443084024,0,0,0
Sucursal Guadalajara,713443084031,0,0,0
Sucursal Guadalajara,713443085007,0,0,0
Sucursal Guadalajara,713443085014,0,0,0
Sucursal Guadalajara,713443085021,0,0,0
Sucursal Guadalajara,713443085038,0,0,0
Sucursal Guadalajara,713443085045,0,0,0
Sucursal Guadalajara,713443086011,0,0,0
Sucursal Guadalajara,713443087001,0,0,0
Sucursal Guadalajara,718122801534,2,2,2
Sucursal Guadalajara,718122887019,0,0,0
Sucursal Guadalajara,718122899173,0,0,0
Sucursal Guadalajara,724373569512,0,0,0
Sucursal Guadalajara,724373569567,0,0,0
Sucursal Guadalajara,724373569574,0,0,0
Sucursal Guadalajara,724373569598,0,0,0
Sucursal Guadalajara,724373569604,0,0,0
Sucursal Guadalajara,724373569642,0,0,0
Sucursal Guadalajara,724373569659,0,0,0
Sucursal Guadalajara,724373569666,0,0,0
Sucursal Guadalajara,724373569673,0,0,0
Sucursal Guadalajara,724373569703,0,0,0
Sucursal Guadalajara,724373569710,0,0,0
Sucursal Guadalajara,724373569727,0,0,0
Sucursal Guadalajara,726798307694,0,0,0
Sucursal Guadalajara,726798307700,0,0,0
Sucursal Guadalajara,726798307717,0,0,0
Sucursal Guadalajara,726798307724,0,0,0
Sucursal Guadalajara,726798307731,0,0,0
Sucursal Guadalajara,728028111422,0,0,0
Sucursal Guadalajara,728028111439,0,0,0
Sucursal Guadalajara,728028111446,0,0,0
Sucursal Guadalajara,728028111453,0,0,0
Sucursal Guadalajara,728028111460,0,0,0
Sucursal Guadalajara,728028111477,0,0,0
Sucursal Guadalajara,728028111491,0,0,0
Sucursal Guadalajara,728028151077,0,0,0
Sucursal Guadalajara,728028202595,0,0,0
Sucursal Guadalajara,728028202601,0,0,0
Sucursal Guadalajara,728028317626,0,0,0
Sucursal Guadalajara,728028317633,0,0,0
Sucursal Guadalajara,728028414912,0,0,0
Sucursal Guadalajara,728028414929,0,0,0
Sucursal Guadalajara,728028420340,0,0,0
Sucursal Guadalajara,728028435856,0,0,0
Sucursal Guadalajara,728028435870,0,0,0
Sucursal Guadalajara,728028455250,0,0,0
Sucursal Guadalajara,728028465525,0,0,0
Sucursal Guadalajara,728028465532,0,0,0
Sucursal Guadalajara,728028472547,0,0,0
Sucursal Guadalajara,728028472554,0,0,0
Sucursal Guadalajara,728028479775,0,0,0
Sucursal Guadalajara,728028479782,0,0,0
Sucursal Guadalajara,728028479799,0,0,0
Sucursal Guadalajara,728028479836,0,0,0
Sucursal Guadalajara,729208176651,0,0,0
Sucursal Guadalajara,732013250164,0,0,0
Sucursal Guadalajara,732013250171,0,0,0
Sucursal Guadalajara,732013250188,2,2,2
Sucursal Guadalajara,732013250195,0,0,0
Sucursal Guadalajara,732013301026,0,0,0
Sucursal Guadalajara,732013301040,0,0,0
Sucursal Guadalajara,732013301194,0,0,0
Sucursal Guadalajara,732013301323,0,0,0
Sucursal Guadalajara,732013301330,0,0,0
Sucursal Guadalajara,732013301347,0,0,0
Sucursal Guadalajara,732013301378,0,0,0
Sucursal Guadalajara,732013301385,0,0,0
Sucursal Guadalajara,732013301392,0,0,0
Sucursal Guadalajara,732013301415,0,0,0
Sucursal Guadalajara,732013301446,0,0,0
Sucursal Guadalajara,732013301453,0,0,0
Sucursal Guadalajara,732013301477,0,0,0
Sucursal Guadalajara,732013301507,0,0,0
Sucursal Guadalajara,732013301545,0,0,0
Sucursal Guadalajara,732013301552,0,0,0
Sucursal Guadalajara,732013301576,0,0,0
Sucursal Guadalajara,732013301583,0,0,0
Sucursal Guadalajara,732013301606,0,0,0
Sucursal Guadalajara,732013301613,0,0,0
Sucursal Guadalajara,732013301620,0,0,0
Sucursal Guadalajara,732013301651,0,0,0
Sucursal Guadalajara,732013301811,0,0,0
Sucursal Guadalajara,732013302092,0,0,0
Sucursal Guadalajara,732013302160,0,0,0
Sucursal Guadalajara,732013302481,0,0,0
Sucursal Guadalajara,732013302511,0,0,0
Sucursal Guadalajara,732013302689,0,0,0
Sucursal Guadalajara,732013302924,0,0,0
Sucursal Guadalajara,732013303013,2,2,2
Sucursal Guadalajara,732013303037,0,0,0
Sucursal Guadalajara,732013303051,2,2,2
Sucursal Guadalajara,732013303068,0,0,0
Sucursal Guadalajara,736211029546,2,2,2
Sucursal Guadalajara,736211284860,3,3,3
Sucursal Guadalajara,736211778659,0,0,0
Sucursal Guadalajara,736211778758,0,0,0
Sucursal Guadalajara,736211876881,0,0,0
Sucursal Guadalajara,736211877086,0,0,0
Sucursal Guadalajara,736631276513,0,0,0
Sucursal Guadalajara,736631276568,0,0,0
Sucursal Guadalajara,736631276575,0,0,0
Sucursal Guadalajara,736631276605,0,0,0
Sucursal Guadalajara,736631276643,0,0,0
Sucursal Guadalajara,736631276650,0,0,0
Sucursal Guadalajara,736631276667,0,0,0
Sucursal Guadalajara,736631276704,0,0,0
Sucursal Guadalajara,736631276711,0,0,0
Sucursal Guadalajara,736631276728,0,0,0
Sucursal Guadalajara,736631276834,0,0,0
Sucursal Guadalajara,745853456740,0,0,0
Sucursal Guadalajara,745853456757,0,0,0
Sucursal Guadalajara,763331477117,0,0,0
Sucursal Guadalajara,767331152127,0,0,0
Sucursal Guadalajara,767332100531,0,0,0
Sucursal Guadalajara,767332108278,0,0,0
Sucursal Guadalajara,767332109008,0,0,0
Sucursal Guadalajara,767332109039,0,0,0
Sucursal Guadalajara,767332109046,0,0,0
Sucursal Guadalajara,767332109251,0,0,0
Sucursal Guadalajara,767332150055,0,0,0
Sucursal Guadalajara,767332150192,0,0,0
Sucursal Guadalajara,767332150482,0,0,0
Sucursal Guadalajara,767332150222,0,0,0
Sucursal Guadalajara,767332150239,0,0,0
Sucursal Guadalajara,767332152370,0,0,0
Sucursal Guadalajara,767332152691,0,0,0
Sucursal Guadalajara,767332152721,0,0,0
Sucursal Guadalajara,767332153483,0,0,0
Sucursal Guadalajara,767332154022,0,0,0
Sucursal Guadalajara,767332154060,0,0,0
Sucursal Guadalajara,767332154107,0,0,0
Sucursal Guadalajara,767332154268,0,0,0
Sucursal Guadalajara,767332154275,0,0,0
Sucursal Guadalajara,767332154282,0,0,0
Sucursal Guadalajara,767332154558,0,0,0
Sucursal Guadalajara,767332154572,0,0,0
Sucursal Guadalajara,767332601243,0,0,0
Sucursal Guadalajara,767332601335,0,0,0
Sucursal Guadalajara,767332603773,0,0,0
Sucursal Guadalajara,767332603797,0,0,0
Sucursal Guadalajara,767332603810,0,0,0
Sucursal Guadalajara,767332603827,0,0,0
Sucursal Guadalajara,767332603919,0,0,0
Sucursal Guadalajara,767332800943,0,0,0
