Almacen,Código de barras,Stock min,Stock Max
Sucursal Star Medica,551,0,0
Sucursal Star Medica,521,0,0
Sucursal Star Medica,515,0,0
Sucursal Star Medica,506,0,0
Sucursal Star Medica,542,0,0
Sucursal Star Medica,533,0,0
Sucursal Star Medica,529,0,0
Sucursal Star Medica,516,0,0
Sucursal Star Medica,539,0,0
Sucursal Star Medica,519,0,0
Sucursal Star Medica,514,1,1
Sucursal Star Medica,544,0,0
Sucursal Star Medica,527,0,0
Sucursal Star Medica,555,0,0
Sucursal Star Medica,540,0,0
Sucursal Star Medica,523,0,0
Sucursal Star Medica,508,0,0
Sucursal Star Medica,548,0,0
Sucursal Star Medica,549,0,0
Sucursal Star Medica,552,0,0
Sucursal Star Medica,553,0,0
Sucursal Star Medica,510,0,0
Sucursal Star Medica,517,0,0
Sucursal Star Medica,502,0,0
Sucursal Star Medica,511,0,0
Sucursal Star Medica,554,0,0
Sucursal Star Medica,537,0,0
Sucursal Star Medica,545,0,0
Sucursal Star Medica,504,0,0
Sucursal Star Medica,531,0,0
Sucursal Star Medica,520,0,0
Sucursal Star Medica,530,0,0
Sucursal Star Medica,743,0,0
Sucursal Star Medica,532,0,0
Sucursal Star Medica,526,0,0
Sucursal Star Medica,509,0,0
Sucursal Star Medica,534,0,0
Sucursal Star Medica,3499320001946,0,0
Sucursal Star Medica,3499320001526,0,0
Sucursal Star Medica,7502003560442,0,0
Sucursal Star Medica,3499320014793,3,3
Sucursal Star Medica,7502003560343,0,0
Sucursal Star Medica,7502003560329,0,0
Sucursal Star Medica,7502003560336,0,0
Sucursal Star Medica,7502003560367,0,0
Sucursal Star Medica,3499320003056,0,0
Sucursal Star Medica,3499320001335,1,1
Sucursal Star Medica,3499320002394,1,1
Sucursal Star Medica,3499320001328,2,2
Sucursal Star Medica,3499320014298,2,2
Sucursal Star Medica,3499320014281,0,0
Sucursal Star Medica,3499320016650,0,0
Sucursal Star Medica,3499320016575,1,1
Sucursal Star Medica,3499320002868,2,2
Sucursal Star Medica,7502003560459,1,1
Sucursal Star Medica,3499320001205,2,2
Sucursal Star Medica,3499320001618,2,2
Sucursal Star Medica,3499320004237,2,2
Sucursal Star Medica,7502275470500,2,2
Sucursal Star Medica,3499320001762,0,0
Sucursal Star Medica,3499320004879,0,0
Sucursal Star Medica,3499320002523,1,1
Sucursal Star Medica,3499320001878,0,0
Sucursal Star Medica,3499320001755,1,1
Sucursal Star Medica,3499320001168,1,1
Sucursal Star Medica,3499320001342,1,1
Sucursal Star Medica,3499320001359,0,0
Sucursal Star Medica,3499320005203,2,2
Sucursal Star Medica,3499320000215,0,0
Sucursal Star Medica,3499320000208,0,0
Sucursal Star Medica,7502003560480,0,0
Sucursal Star Medica,7502003560497,0,0
Sucursal Star Medica,7502003560473,1,1
Sucursal Star Medica,3499320002448,2,2
Sucursal Star Medica,7795373001558,0,0
Sucursal Star Medica,7795373001565,0,0
Sucursal Star Medica,8423372000515,2,2
Sucursal Star Medica,8423372049453,0,0
Sucursal Star Medica,8423372048302,0,0
Sucursal Star Medica,8423372049088,0,0
Sucursal Star Medica,8423372800399,0,0
Sucursal Star Medica,8423372034213,0,0
Sucursal Star Medica,8423372034237,1,1
Sucursal Star Medica,8423372034244,0,0
Sucursal Star Medica,8423372034251,0,0
Sucursal Star Medica,8423372040337,1,1
Sucursal Star Medica,8411660802231,1,1
Sucursal Star Medica,8423372040382,1,1
Sucursal Star Medica,8423372040351,0,0
Sucursal Star Medica,8423372040443,1,1
Sucursal Star Medica,8423372034909,1,1
Sucursal Star Medica,8423372040023,2,2
Sucursal Star Medica,8423372040009,1,1
Sucursal Star Medica,8423372041006,0,0
Sucursal Star Medica,8423372040078,3,3
Sucursal Star Medica,8423372800450,1,1
Sucursal Star Medica,8423372010019,0,0
Sucursal Star Medica,8423372034275,0,0
Sucursal Star Medica,8423372034299,0,0
Sucursal Star Medica,8423372034282,0,0
Sucursal Star Medica,8423372800290,1,1
Sucursal Star Medica,8423372800375,0,0
Sucursal Star Medica,9923372820322,0,0
Sucursal Star Medica,8423372820328,1,1
Sucursal Star Medica,8423372830204,0,0
Sucursal Star Medica,8423372021138,0,0
Sucursal Star Medica,8423372800238,0,0
Sucursal Star Medica,8423372000072,0,0
Sucursal Star Medica,8423372801280,0,0
Sucursal Star Medica,8423372801303,0,0
Sucursal Star Medica,8423372000096,2,2
Sucursal Star Medica,8423372021046,0,0
Sucursal Star Medica,8423372020056,5,5
Sucursal Star Medica,8423372025044,1,1
Sucursal Star Medica,8423372025006,2,2
Sucursal Star Medica,8423372000331,1,1
Sucursal Star Medica,8423372025051,1,1
Sucursal Star Medica,8423372025082,0,0
Sucursal Star Medica,8423372000232,0,0
Sucursal Star Medica,8423372026010,1,1
Sucursal Star Medica,8423372800061,2,2
Sucursal Star Medica,8423372800467,3,3
Sucursal Star Medica,8423372800436,0,0
Sucursal Star Medica,8423372800429,2,2
Sucursal Star Medica,8423372840210,1,1
Sucursal Star Medica,8423372000157,0,0
Sucursal Star Medica,8423372800153,0,0
Sucursal Star Medica,8423372840173,2,2
Sucursal Star Medica,8423372000621,0,0
Sucursal Star Medica,8423372000645,0,0
Sucursal Star Medica,7640137610012,1,1
Sucursal Star Medica,7640137610104,0,0
Sucursal Star Medica,7640137410018,0,0
Sucursal Star Medica,8423372000249,0,0
Sucursal Star Medica,7640137610708,2,2
Sucursal Star Medica,7640137419004,0,0
Sucursal Star Medica,856901008207,0,0
Sucursal Star Medica,856901008306,0,0
Sucursal Star Medica,856901008429,0,0
Sucursal Star Medica,856901008221,0,0
Sucursal Star Medica,856901008436,0,0
Sucursal Star Medica,788492808274,0,0
Sucursal Star Medica,G234,0,0
Sucursal Star Medica,G235,0,0
Sucursal Star Medica,G231,0,0
Sucursal Star Medica,G230,0,0
Sucursal Star Medica,G206,0,0
Sucursal Star Medica,G201,0,0
Sucursal Star Medica,G202,0,0
Sucursal Star Medica,G205,0,0
Sucursal Star Medica,G207,0,0
Sucursal Star Medica,G221,0,0
Sucursal Star Medica,G220,0,0
Sucursal Star Medica,G217,0,0
Sucursal Star Medica,G219,0,0
Sucursal Star Medica,G218,0,0
Sucursal Star Medica,G222,0,0
Sucursal Star Medica,G223,0,0
Sucursal Star Medica,G210,0,0
Sucursal Star Medica,G239,0,0
Sucursal Star Medica,7502247140493,0,0
Sucursal Star Medica,G228,0,0
Sucursal Star Medica,5610108,0,0
Sucursal Star Medica,G233,0,0
Sucursal Star Medica,G232,0,0
Sucursal Star Medica,G208,0,0
Sucursal Star Medica,788492808275,0,0
Sucursal Star Medica,G236,0,0
Sucursal Star Medica,G226,0,0
Sucursal Star Medica,G227,0,0
Sucursal Star Medica,G237,0,0
Sucursal Star Medica,G203,3,3
Sucursal Star Medica,G225,0,0
Sucursal Star Medica,G224,0,0
Sucursal Star Medica,5230105,0,0
Sucursal Star Medica,G212,1,1
Sucursal Star Medica,G211,1,1
Sucursal Star Medica,G204,1,1
Sucursal Star Medica,7897473206632,4,4
Sucursal Star Medica,8904091131976,0,0
Sucursal Star Medica,8904091182091,1,1
Sucursal Star Medica,8904091182084,1,1
Sucursal Star Medica,8904091150434,0,0
Sucursal Star Medica,8904091183517,1,1
Sucursal Star Medica,8904091189120,0,0
Sucursal Star Medica,7506200700083,0,0
Sucursal Star Medica,7506358400392,0,0
Sucursal Star Medica,8904091187324,0,0
Sucursal Star Medica,8904091125722,1,1
Sucursal Star Medica,8904091104475,0,0
Sucursal Star Medica,8904091147304,0,0
Sucursal Star Medica,8904091147311,0,0
Sucursal Star Medica,8904091150496,1,1
Sucursal Star Medica,8904091185467,0,0
Sucursal Star Medica,7502217870023,0,0
Sucursal Star Medica,7502217870016,0,0
Sucursal Star Medica,7502217870061,0,0
Sucursal Star Medica,7502217870054,0,0
Sucursal Star Medica,7502217870030,0,0
Sucursal Star Medica,7502217870047,0,0
Sucursal Star Medica,7501043100519,1,1
Sucursal Star Medica,7501064550652,0,0
Sucursal Star Medica,7501043110686,1,1
Sucursal Star Medica,7501043110778,1,1
Sucursal Star Medica,7501043110853,1,1
Sucursal Star Medica,7501043112208,0,0
Sucursal Star Medica,7501043111850,0,0
Sucursal Star Medica,7501043111959,0,0
Sucursal Star Medica,7501390915309,0,0
Sucursal Star Medica,7501027800183,0,0
Sucursal Star Medica,8424561008626,1,1
Sucursal Star Medica,8424561008619,0,0
Sucursal Star Medica,8424561008152,0,0
Sucursal Star Medica,8424561008176,1,1
Sucursal Star Medica,8424561008589,0,0
Sucursal Star Medica,8424561008121,0,0
Sucursal Star Medica,8424561008787,0,0
Sucursal Star Medica,8424561008602,0,0
Sucursal Star Medica,8424561008909,0,0
Sucursal Star Medica,8424561010407,0,0
Sucursal Star Medica,8424561008596,0,0
Sucursal Star Medica,8424561008374,0,0
Sucursal Star Medica,8424561008329,0,0
Sucursal Star Medica,8424561009722,0,0
Sucursal Star Medica,8424561009739,0,0
Sucursal Star Medica,8424561009227,0,0
Sucursal Star Medica,8424561009234,0,0
Sucursal Star Medica,8424561008633,0,0
Sucursal Star Medica,8424561008565,2,2
Sucursal Star Medica,8424561008961,2,2
Sucursal Star Medica,8424561008954,1,1
Sucursal Star Medica,8424561083258,0,0
Sucursal Star Medica,8424561008947,0,0
Sucursal Star Medica,8424561010421,0,0
Sucursal Star Medica,8424561009401,1,1
Sucursal Star Medica,8424561009388,0,0
Sucursal Star Medica,8424561009395,1,1
Sucursal Star Medica,8424561008497,0,0
Sucursal Star Medica,8424561008077,0,0
Sucursal Star Medica,8424561008053,0,0
Sucursal Star Medica,8424561008060,0,0
Sucursal Star Medica,8424561008046,0,0
Sucursal Star Medica,8424561083555,1,1
Sucursal Star Medica,4002066,0,0
Sucursal Star Medica,8424561008572,0,0
Sucursal Star Medica,8424561003690,0,0
Sucursal Star Medica,8424561008008,0,0
Sucursal Star Medica,8424561008015,0,0
Sucursal Star Medica,8424561008763,0,0
Sucursal Star Medica,8424561008350,0,0
Sucursal Star Medica,8424561008473,0,0
Sucursal Star Medica,8424561008923,0,0
Sucursal Star Medica,8424561008916,0,0
Sucursal Star Medica,8424561008930,0,0
Sucursal Star Medica,8424561008664,0,0
Sucursal Star Medica,8424561008459,0,0
Sucursal Star Medica,8424561008336,0,0
Sucursal Star Medica,8424561008190,0,0
Sucursal Star Medica,8424561082947,0,0
Sucursal Star Medica,8424561082954,0,0
Sucursal Star Medica,8424561082930,0,0
Sucursal Star Medica,8697711700019,0,0
Sucursal Star Medica,8697711700026,0,0
Sucursal Star Medica,8697711700705,0,0
Sucursal Star Medica,8697711700040,0,0
Sucursal Star Medica,8697711700057,0,0
Sucursal Star Medica,8697711700064,0,0
Sucursal Star Medica,8697711701054,0,0
Sucursal Star Medica,8697711701009,0,0
Sucursal Star Medica,7506606800301,0,0
Sucursal Star Medica,7506606800349,2,2
Sucursal Star Medica,7506606800899,1,1
Sucursal Star Medica,7506606800288,0,0
Sucursal Star Medica,7506606800073,0,0
Sucursal Star Medica,7506606800059,2,2
Sucursal Star Medica,7506606800042,1,1
Sucursal Star Medica,7506606800035,1,1
Sucursal Star Medica,7506606800103,0,0
Sucursal Star Medica,7506606800318,2,2
Sucursal Star Medica,7703281020042,0,0
Sucursal Star Medica,7703281001546,0,0
Sucursal Star Medica,7703281001515,0,0
Sucursal Star Medica,3461029800007,1,1
Sucursal Star Medica,3461020000529,0,0
Sucursal Star Medica,3461022003047,0,0
Sucursal Star Medica,3461022003054,0,0
Sucursal Star Medica,3461020014144,0,0
Sucursal Star Medica,3461020014137,0,0
Sucursal Star Medica,3461020003001,0,0
Sucursal Star Medica,3461020014021,0,0
Sucursal Star Medica,3461022002118,0,0
Sucursal Star Medica,3461020014038,0,0
Sucursal Star Medica,3461020014014,1,1
Sucursal Star Medica,3461020003490,0,0
Sucursal Star Medica,3461020002035,0,0
Sucursal Star Medica,3461020003483,0,0
Sucursal Star Medica,3461020002059,0,0
Sucursal Star Medica,3461023492178,0,0
Sucursal Star Medica,3461023492192,0,0
Sucursal Star Medica,3461023492161,1,1
Sucursal Star Medica,3461023492185,0,0
Sucursal Star Medica,3461020014120,0,0
Sucursal Star Medica,3461020002929,1,1
Sucursal Star Medica,3461020014113,0,0
Sucursal Star Medica,3461020000543,0,0
Sucursal Star Medica,3461020014076,0,0
Sucursal Star Medica,3461020012294,0,0
Sucursal Star Medica,3461020013550,0,0
Sucursal Star Medica,3461020007962,0,0
Sucursal Star Medica,3461020013192,0,0
Sucursal Star Medica,3461020008082,0,0
Sucursal Star Medica,3461023492123,0,0
Sucursal Star Medica,3461023492130,0,0
Sucursal Star Medica,3461020002608,0,0
Sucursal Star Medica,3461020014090,0,0
Sucursal Star Medica,3461020014083,0,0
Sucursal Star Medica,327,0,0
Sucursal Star Medica,320,0,0
Sucursal Star Medica,300,0,0
Sucursal Star Medica,301,0,0
Sucursal Star Medica,302,0,0
Sucursal Star Medica,334,1,1
Sucursal Star Medica,303,0,0
Sucursal Star Medica,304,0,0
Sucursal Star Medica,333,0,0
Sucursal Star Medica,305,0,0
Sucursal Star Medica,306,0,0
Sucursal Star Medica,330,0,0
Sucursal Star Medica,331,0,0
Sucursal Star Medica,328,0,0
Sucursal Star Medica,329,0,0
Sucursal Star Medica,322,0,0
Sucursal Star Medica,307,0,0
Sucursal Star Medica,308,0,0
Sucursal Star Medica,478,0,0
Sucursal Star Medica,309,0,0
Sucursal Star Medica,310,0,0
Sucursal Star Medica,311,0,0
Sucursal Star Medica,312,0,0
Sucursal Star Medica,326,0,0
Sucursal Star Medica,763331477117,0,0
Sucursal Star Medica,313,0,0
Sucursal Star Medica,314,0,0
Sucursal Star Medica,315,1,1
Sucursal Star Medica,332,0,0
Sucursal Star Medica,316,0,0
Sucursal Star Medica,325,0,0
Sucursal Star Medica,323,0,0
Sucursal Star Medica,729208176651,0,0
Sucursal Star Medica,317,0,0
Sucursal Star Medica,318,0,0
Sucursal Star Medica,319,0,0
Sucursal Star Medica,321,0,0
Sucursal Star Medica,7502266460015,0,0
Sucursal Star Medica,7502266460022,5,5
Sucursal Star Medica,7502266460046,2,2
Sucursal Star Medica,7502266460008,1,1
Sucursal Star Medica,7502266460039,0,0
Sucursal Star Medica,7502266460060,0,0
Sucursal Star Medica,7502266460077,0,0
Sucursal Star Medica,7502266460053,1,1
Sucursal Star Medica,7502266460084,0,0
Sucursal Star Medica,60748000472,0,0
Sucursal Star Medica,724373569567,0,0
Sucursal Star Medica,853676003222,0,0
Sucursal Star Medica,724373569642,0,0
Sucursal Star Medica,724373569512,0,0
Sucursal Star Medica,853676003215,0,0
Sucursal Star Medica,724373569574,0,0
Sucursal Star Medica,724373569659,0,0
Sucursal Star Medica,724373569604,0,0
Sucursal Star Medica,724373569598,0,0
Sucursal Star Medica,724373569673,0,0
Sucursal Star Medica,60748003718,0,0
Sucursal Star Medica,60748001001,0,0
Sucursal Star Medica,724373569703,0,0
Sucursal Star Medica,724373569710,0,0
Sucursal Star Medica,60748000199,0,0
Sucursal Star Medica,724373569727,0,0
Sucursal Star Medica,724373569666,0,0
Sucursal Star Medica,853676003031,0,0
Sucursal Star Medica,853676003116,0,0
Sucursal Star Medica,679795082043,0,0
Sucursal Star Medica,853676003413,0,0
Sucursal Star Medica,8470001880154,0,0
Sucursal Star Medica,8429420128644,0,0
Sucursal Star Medica,8470001806475,1,1
Sucursal Star Medica,8429420227606,0,0
Sucursal Star Medica,8429420227590,1,1
Sucursal Star Medica,8470003245920,1,1
Sucursal Star Medica,8429420236219,3,3
Sucursal Star Medica,8470001509833,0,0
Sucursal Star Medica,8470001855107,1,1
Sucursal Star Medica,8429420249875,0,0
Sucursal Star Medica,8429420236769,0,0
Sucursal Star Medica,8429420181137,0,0
Sucursal Star Medica,8429420181106,0,0
Sucursal Star Medica,8429420181113,0,0
Sucursal Star Medica,8429420181014,0,0
Sucursal Star Medica,8429420181052,0,0
Sucursal Star Medica,8429420181021,0,0
Sucursal Star Medica,8429420171749,0,0
Sucursal Star Medica,8429420256354,0,0
Sucursal Star Medica,8429420084674,0,0
Sucursal Star Medica,8429420160750,1,1
Sucursal Star Medica,8429420160668,1,1
Sucursal Star Medica,8429420311411,1,1
Sucursal Star Medica,8470001716125,0,0
Sucursal Star Medica,8470001654557,0,0
Sucursal Star Medica,8429420306936,1,1
Sucursal Star Medica,8429420307261,1,1
Sucursal Star Medica,8470001699664,3,3
Sucursal Star Medica,8470001631718,1,1
Sucursal Star Medica,8429420161214,3,3
Sucursal Star Medica,8429420107496,0,0
Sucursal Star Medica,8470001525369,0,0
Sucursal Star Medica,8470001585066,0,0
Sucursal Star Medica,8470001631695,2,2
Sucursal Star Medica,8429420226272,0,0
Sucursal Star Medica,8429420226265,4,4
Sucursal Star Medica,8429420107502,5,5
Sucursal Star Medica,8429420291317,0,0
Sucursal Star Medica,8429420282865,0,0
Sucursal Star Medica,8429420154186,2,2
Sucursal Star Medica,8429420201361,0,0
Sucursal Star Medica,8429420192263,0,0
Sucursal Star Medica,8429420161245,0,0
Sucursal Star Medica,8429420200814,1,1
Sucursal Star Medica,8429420125117,1,1
Sucursal Star Medica,8429420187962,1,1
Sucursal Star Medica,8429420139336,0,0
Sucursal Star Medica,8429420196377,1,1
Sucursal Star Medica,8429420188020,1,1
Sucursal Star Medica,8429420160804,0,0
Sucursal Star Medica,8429420246881,0,0
Sucursal Star Medica,8470001559319,0,0
Sucursal Star Medica,8429420280885,3,3
Sucursal Star Medica,8429420307988,1,1
Sucursal Star Medica,8429420144002,1,1
Sucursal Star Medica,8429420244191,1,1
Sucursal Star Medica,8429420216075,0,0
Sucursal Star Medica,8429420245341,1,1
Sucursal Star Medica,8470001674234,2,2
Sucursal Star Medica,8470001812353,1,1
Sucursal Star Medica,8429420172401,1,1
Sucursal Star Medica,8429420145245,0,0
Sucursal Star Medica,8429420226135,0,0
Sucursal Star Medica,8429420215078,0,0
Sucursal Star Medica,8429420145177,0,0
Sucursal Star Medica,8470001864802,0,0
Sucursal Star Medica,8470001769145,0,0
Sucursal Star Medica,8429420138933,0,0
Sucursal Star Medica,8470001769213,0,0
Sucursal Star Medica,8429420175303,1,1
Sucursal Star Medica,8429420175310,1,1
Sucursal Star Medica,8429420175372,1,1
Sucursal Star Medica,8429420175327,1,1
Sucursal Star Medica,8429420175341,1,1
Sucursal Star Medica,8429420222779,0,0
Sucursal Star Medica,8429420164406,0,0
Sucursal Star Medica,8429420223349,1,1
Sucursal Star Medica,8429420222984,0,0
Sucursal Star Medica,8429420281103,1,1
Sucursal Star Medica,8429420223455,0,0
Sucursal Star Medica,8429420222946,0,0
Sucursal Star Medica,8429420223028,1,1
Sucursal Star Medica,8429420200678,1,1
Sucursal Star Medica,8429420165472,0,0
Sucursal Star Medica,8429420301320,0,0
Sucursal Star Medica,8429420113374,1,1
Sucursal Star Medica,8429420261389,1,1
Sucursal Star Medica,8429420271968,0,0
Sucursal Star Medica,8470001769169,0,0
Sucursal Star Medica,8429420114609,0,0
Sucursal Star Medica,8429420135185,0,0
Sucursal Star Medica,8429420288171,1,1
Sucursal Star Medica,8429420260979,1,1
Sucursal Star Medica,8429420288188,0,0
Sucursal Star Medica,8429420243385,0,0
Sucursal Star Medica,8470001769190,0,0
Sucursal Star Medica,8429420113138,0,0
Sucursal Star Medica,8470001864826,0,0
Sucursal Star Medica,8429420203082,1,1
Sucursal Star Medica,8429420151789,0,0
Sucursal Star Medica,8429420313590,1,1
Sucursal Star Medica,8429420313606,1,1
Sucursal Star Medica,8429420313620,1,1
Sucursal Star Medica,8429420313637,0,0
Sucursal Star Medica,8429420048652,0,0
Sucursal Star Medica,8429420062313,4,4
Sucursal Star Medica,8429420285064,1,1
Sucursal Star Medica,8429420108493,0,0
Sucursal Star Medica,8470001875815,0,0
Sucursal Star Medica,8470001625069,1,1
Sucursal Star Medica,8470003854764,0,0
Sucursal Star Medica,8470003854849,1,1
Sucursal Star Medica,8470003429757,1,1
Sucursal Star Medica,8429420069411,0,0
Sucursal Star Medica,8429420132672,0,0
Sucursal Star Medica,8429420132788,0,0
Sucursal Star Medica,8429420156982,0,0
Sucursal Star Medica,8470001757104,1,1
Sucursal Star Medica,8470001648198,3,3
Sucursal Star Medica,8429420083585,2,2
Sucursal Star Medica,8429420050921,1,1
Sucursal Star Medica,8429420096967,1,1
Sucursal Star Medica,8429420222465,1,1
Sucursal Star Medica,8429420222472,1,1
Sucursal Star Medica,8470001547927,1,1
Sucursal Star Medica,8470001509840,0,0
Sucursal Star Medica,8429420166547,0,0
Sucursal Star Medica,8470002006454,0,0
Sucursal Star Medica,ISDIN1,0,0
Sucursal Star Medica,8429420268302,1,1
Sucursal Star Medica,8429420204348,0,0
Sucursal Star Medica,8470001507983,1,1
Sucursal Star Medica,8470001901200,1,1
Sucursal Star Medica,8429420292901,0,0
Sucursal Star Medica,8429420292888,0,0
Sucursal Star Medica,8429420292871,0,0
Sucursal Star Medica,8470001915528,2,2
Sucursal Star Medica,8429420070974,0,0
Sucursal Star Medica,8429420251366,0,0
Sucursal Star Medica,8470003808576,1,1
Sucursal Star Medica,8470003913423,0,0
Sucursal Star Medica,8470001691880,0,0
Sucursal Star Medica,8429420152120,1,1
Sucursal Star Medica,8429420265813,0,0
Sucursal Star Medica,8470001527349,0,0
Sucursal Star Medica,8470001532435,1,1
Sucursal Star Medica,8470001541871,2,2
Sucursal Star Medica,8470002129856,0,0
Sucursal Star Medica,8470001532411,0,0
Sucursal Star Medica,8429420251632,0,0
Sucursal Star Medica,8429420132474,0,0
Sucursal Star Medica,8429420184527,2,2
Sucursal Star Medica,8429420184558,0,0
Sucursal Star Medica,8429420109445,0,0
Sucursal Star Medica,8429420144835,1,1
Sucursal Star Medica,8429420113923,0,0
Sucursal Star Medica,8429420164994,1,1
Sucursal Star Medica,3760269770096,0,0
Sucursal Star Medica,3760269770485,0,0
Sucursal Star Medica,3760269770065,1,1
Sucursal Star Medica,3760269770072,1,1
Sucursal Star Medica,3760269770089,0,0
Sucursal Star Medica,3760269770119,1,1
Sucursal Star Medica,3760269770553,1,1
Sucursal Star Medica,3760269770560,2,2
Sucursal Star Medica,3760269770546,0,0
Sucursal Star Medica,3760269770867,2,2
Sucursal Star Medica,3031500000280,1,1
Sucursal Star Medica,3760269770539,0,0
Sucursal Star Medica,3401399521270,0,0
Sucursal Star Medica,3401353725164,0,0
Sucursal Star Medica,3401353725393,0,0
Sucursal Star Medica,3401325787084,0,0
Sucursal Star Medica,3760269770225,2,2
Sucursal Star Medica,3760269770058,0,0
Sucursal Star Medica,3760269770041,0,0
Sucursal Star Medica,3760269770317,0,0
Sucursal Star Medica,3760269770386,2,2
Sucursal Star Medica,3760269770010,1,1
Sucursal Star Medica,3760269770003,0,0
Sucursal Star Medica,3760269770393,1,1
Sucursal Star Medica,3760269770492,0,0
Sucursal Star Medica,3760269770409,1,1
Sucursal Star Medica,3760269770997,0,0
Sucursal Star Medica,3760269770980,0,0
Sucursal Star Medica,3401575243675,0,0
Sucursal Star Medica,3760269771192,0,0
Sucursal Star Medica,3760269770362,3,3
Sucursal Star Medica,3760269770416,0,0
Sucursal Star Medica,745853456740,0,0
Sucursal Star Medica,745853456757,0,0
Sucursal Star Medica,3401564019588,0,0
Sucursal Star Medica,3401360147751,1,1
Sucursal Star Medica,3760269770454,1,1
Sucursal Star Medica,3760269771482,2,2
Sucursal Star Medica,3401360049659,0,0
Sucursal Star Medica,3401360120006,2,2
Sucursal Star Medica,3401360120013,2,2
Sucursal Star Medica,3401360147775,1,1
Sucursal Star Medica,3401360049666,0,0
Sucursal Star Medica,3031500311621,0,0
Sucursal Star Medica,3031500311645,0,0
Sucursal Star Medica,3760269771086,1,1
Sucursal Star Medica,3760269771130,0,0
Sucursal Star Medica,3760269771116,0,0
Sucursal Star Medica,3760269771123,1,1
Sucursal Star Medica,3760269771147,0,0
Sucursal Star Medica,3031500311652,0,0
Sucursal Star Medica,3760269771109,0,0
Sucursal Star Medica,3401397588794,1,1
Sucursal Star Medica,3760269770126,1,1
Sucursal Star Medica,3760269770157,0,0
Sucursal Star Medica,3760269770133,0,0
Sucursal Star Medica,3760269770447,0,0
Sucursal Star Medica,3760269770140,0,0
Sucursal Star Medica,3760269771505,1,1
Sucursal Star Medica,3031500311089,0,0
Sucursal Star Medica,3760269770348,0,0
Sucursal Star Medica,3760269771314,1,1
Sucursal Star Medica,3401564019700,0,0
Sucursal Star Medica,3401360191112,0,0
Sucursal Star Medica,3760269770324,0,0
Sucursal Star Medica,3760269770942,3,3
Sucursal Star Medica,3031500311423,1,1
Sucursal Star Medica,3401360522510,0,0
Sucursal Star Medica,3760269771338,2,2
Sucursal Star Medica,3760269771321,1,1
Sucursal Star Medica,3401360025097,0,0
Sucursal Star Medica,3401381717704,0,0
Sucursal Star Medica,3760269771406,3,3
Sucursal Star Medica,3031500311591,0,0
Sucursal Star Medica,3401399521621,1,1
Sucursal Star Medica,3401399521799,0,0
Sucursal Star Medica,3401399521850,0,0
Sucursal Star Medica,3031500311614,1,1
Sucursal Star Medica,3031500311607,0,0
Sucursal Star Medica,3760269770287,1,1
Sucursal Star Medica,3760269770270,1,1
Sucursal Star Medica,3760269770294,3,3
Sucursal Star Medica,3401321544346,0,0
Sucursal Star Medica,3760269770300,0,0
Sucursal Star Medica,3760269771574,0,0
Sucursal Star Medica,3760269770508,2,2
Sucursal Star Medica,3760269770515,1,1
Sucursal Star Medica,3760269770522,1,1
Sucursal Star Medica,3401320283277,1,1
Sucursal Star Medica,3401360049918,0,0
Sucursal Star Medica,7703281020363,0,0
Sucursal Star Medica,7703281020356,0,0
Sucursal Star Medica,7703281002024,0,0
Sucursal Star Medica,7703333007700,0,0
Sucursal Star Medica,8430308133841,0,0
Sucursal Star Medica,7703281001010,1,1
Sucursal Star Medica,7703333007601,0,0
Sucursal Star Medica,7703281002062,0,0
Sucursal Star Medica,7501390912728,0,0
Sucursal Star Medica,7501390912742,0,0
Sucursal Star Medica,7501390914074,0,0
Sucursal Star Medica,7703281020264,0,0
Sucursal Star Medica,7703281020400,0,0
Sucursal Star Medica,7501390913794,0,0
Sucursal Star Medica,7501390913404,0,0
Sucursal Star Medica,7501124723170,0,0
Sucursal Star Medica,7501390914487,0,0
Sucursal Star Medica,7501390914494,3,3
Sucursal Star Medica,7501390914012,0,0
Sucursal Star Medica,7501390913992,0,0
Sucursal Star Medica,7703332003307,0,0
Sucursal Star Medica,7703332003314,0,0
Sucursal Star Medica,7703281001676,0,0
Sucursal Star Medica,7703332003338,0,0
Sucursal Star Medica,7501390915507,0,0
Sucursal Star Medica,7501390915347,0,0
Sucursal Star Medica,7501390915323,0,0
Sucursal Star Medica,7705849004013,0,0
Sucursal Star Medica,7705849004020,0,0
Sucursal Star Medica,7705849004143,0,0
Sucursal Star Medica,7501390911011,0,0
Sucursal Star Medica,7501390913374,0,0
Sucursal Star Medica,7703281004325,2,2
Sucursal Star Medica,7703332003352,1,1
Sucursal Star Medica,7501390913107,1,1
Sucursal Star Medica,7501390913114,0,0
Sucursal Star Medica,7501390919956,0,0
Sucursal Star Medica,5701943012482,0,0
Sucursal Star Medica,5701943013809,1,1
Sucursal Star Medica,5701943011201,1,1
Sucursal Star Medica,5701943010853,1,1
Sucursal Star Medica,7703332003550,0,0
Sucursal Star Medica,7501390912827,0,0
Sucursal Star Medica,7501390912803,0,0
Sucursal Star Medica,7703281000679,0,0
Sucursal Star Medica,7703281002437,1,1
Sucursal Star Medica,7703281003939,0,0
Sucursal Star Medica,7703281003946,0,0
Sucursal Star Medica,7703281002376,0,0
Sucursal Star Medica,7703281002369,0,0
Sucursal Star Medica,7703281002352,1,1
Sucursal Star Medica,7703281004912,0,0
Sucursal Star Medica,7703281001461,0,0
Sucursal Star Medica,7703281001454,1,1
