Almacen,Código de barras,Stock min,Stock Max
Sucursal Canteras,8429420227606,0,0
Sucursal Canteras,8429420227590,1,1
Sucursal Canteras,8470003245920,0,0
Sucursal Canteras,8429420236219,2,2
Sucursal Canteras,8470001509833,0,0
Sucursal Canteras,8470001855107,0,0
Sucursal Canteras,8429420249875,0,0
Sucursal Canteras,8429420236769,0,0
Sucursal Canteras,8429420181137,0,0
Sucursal Canteras,8429420181106,0,0
Sucursal Canteras,8429420181113,0,0
Sucursal Canteras,8429420181014,0,0
Sucursal Canteras,8429420181052,0,0
Sucursal Canteras,8429420181021,0,0
Sucursal Canteras,8429420171749,0,0
Sucursal Canteras,8429420256354,0,0
Sucursal Canteras,8429420084674,0,0
Sucursal Canteras,8429420160750,1,1
Sucursal Canteras,8429420160668,1,1
Sucursal Canteras,8429420311411,0,0
Sucursal Canteras,8470001716125,0,0
Sucursal Canteras,8470001654557,0,0
Sucursal Canteras,8429420306936,1,1
Sucursal Canteras,8429420307261,1,1
Sucursal Canteras,8470001699664,1,1
Sucursal Canteras,8470001631718,0,0
Sucursal Canteras,8429420161214,1,1
Sucursal Canteras,8429420107496,0,0
Sucursal Canteras,8470001525369,0,0
Sucursal Canteras,8470001585066,0,0
Sucursal Canteras,8470001631695,1,1
Sucursal Canteras,8429420226272,0,0
Sucursal Canteras,8429420226265,2,2
Sucursal Canteras,8429420107502,2,2
Sucursal Canteras,8429420291317,0,0
Sucursal Canteras,8429420282865,0,0
Sucursal Canteras,8429420154186,1,1
Sucursal Canteras,8429420201361,0,0
Sucursal Canteras,8429420192263,0,0
Sucursal Canteras,8429420161245,0,0
Sucursal Canteras,8429420200814,0,0
Sucursal Canteras,8429420125117,1,1
Sucursal Canteras,8429420187962,0,0
Sucursal Canteras,8429420139336,0,0
Sucursal Canteras,8429420196377,0,0
Sucursal Canteras,8429420188020,0,0
Sucursal Canteras,8429420160804,0,0
Sucursal Canteras,8429420246881,0,0
Sucursal Canteras,8470001559319,0,0
Sucursal Canteras,8429420280885,2,2
Sucursal Canteras,8429420307988,0,0
Sucursal Canteras,8429420144002,1,1
Sucursal Canteras,8429420244191,1,1
Sucursal Canteras,8429420216075,0,0
Sucursal Canteras,8429420245341,1,1
Sucursal Canteras,8470001674234,1,1
Sucursal Canteras,8470001812353,0,0
Sucursal Canteras,8429420172401,0,0
Sucursal Canteras,8429420145245,0,0
Sucursal Canteras,8429420226135,0,0
Sucursal Canteras,8429420215078,0,0
Sucursal Canteras,8429420145177,0,0
Sucursal Canteras,8470001864802,0,0
Sucursal Canteras,8470001769145,0,0
Sucursal Canteras,8429420138933,0,0
Sucursal Canteras,8470001769213,0,0
Sucursal Canteras,8429420175303,0,0
Sucursal Canteras,8429420175310,0,0
Sucursal Canteras,8429420175372,0,0
Sucursal Canteras,8429420175327,1,1
Sucursal Canteras,8429420175341,0,0
Sucursal Canteras,8429420222779,0,0
Sucursal Canteras,8429420164406,0,0
Sucursal Canteras,8429420223349,0,0
Sucursal Canteras,8429420222984,0,0
Sucursal Canteras,8429420281103,0,0
Sucursal Canteras,8429420223455,0,0
Sucursal Canteras,8429420222946,0,0
Sucursal Canteras,8429420223028,0,0
Sucursal Canteras,8429420200678,1,1
Sucursal Canteras,8429420165472,0,0
Sucursal Canteras,8429420301320,0,0
Sucursal Canteras,8429420113374,1,1
Sucursal Canteras,8429420261389,1,1
Sucursal Canteras,8429420271968,0,0
Sucursal Canteras,8470001769169,0,0
Sucursal Canteras,8429420114609,0,0
Sucursal Canteras,8429420135185,0,0
Sucursal Canteras,8429420288171,1,1
Sucursal Canteras,8429420260979,1,1
Sucursal Canteras,8429420288188,0,0
Sucursal Canteras,8429420243385,0,0
Sucursal Canteras,8470001769190,0,0
Sucursal Canteras,8429420113138,0,0
Sucursal Canteras,8470001864826,0,0
Sucursal Canteras,8429420203082,0,0
Sucursal Canteras,8429420151789,0,0
Sucursal Canteras,8429420313590,1,1
Sucursal Canteras,8429420313606,1,1
Sucursal Canteras,8429420313620,1,1
Sucursal Canteras,8429420313637,0,0
Sucursal Canteras,8429420048652,0,0
Sucursal Canteras,8429420062313,1,1
Sucursal Canteras,8429420285064,0,0
Sucursal Canteras,8429420108493,0,0
Sucursal Canteras,8470001875815,0,0
Sucursal Canteras,8470001625069,0,0
Sucursal Canteras,8470003854764,0,0
Sucursal Canteras,8470003854849,0,0
Sucursal Canteras,8470003429757,0,0
Sucursal Canteras,8429420069411,0,0
Sucursal Canteras,8429420132672,0,0
Sucursal Canteras,8429420132788,0,0
Sucursal Canteras,8429420156982,0,0
Sucursal Canteras,8470001757104,1,1
Sucursal Canteras,8470001648198,2,2
Sucursal Canteras,8429420083585,1,1
Sucursal Canteras,8429420050921,0,0
Sucursal Canteras,8429420096967,0,0
Sucursal Canteras,8429420222465,1,1
Sucursal Canteras,8429420222472,1,1
Sucursal Canteras,8470001547927,0,0
Sucursal Canteras,8470001509840,0,0
Sucursal Canteras,8429420166547,0,0
Sucursal Canteras,8470002006454,0,0
Sucursal Canteras,ISDIN1,0,0
Sucursal Canteras,8429420268302,0,0
Sucursal Canteras,8429420204348,0,0
Sucursal Canteras,8470001507983,1,1
Sucursal Canteras,8470001901200,0,0
Sucursal Canteras,8429420292901,0,0
Sucursal Canteras,8429420292888,0,0
Sucursal Canteras,8429420292871,0,0
Sucursal Canteras,8470001915528,1,1
Sucursal Canteras,8429420070974,0,0
Sucursal Canteras,8429420251366,0,0
Sucursal Canteras,8470003808576,0,0
Sucursal Canteras,8470003913423,0,0
Sucursal Canteras,8470001691880,0,0
Sucursal Canteras,8429420152120,2,2
Sucursal Canteras,8429420265813,0,0
Sucursal Canteras,8470001527349,0,0
Sucursal Canteras,8470001532435,0,0
Sucursal Canteras,8470001541871,0,0
Sucursal Canteras,8470002129856,0,0
Sucursal Canteras,8470001532411,0,0
Sucursal Canteras,8429420251632,1,1
Sucursal Canteras,8429420132474,0,0
Sucursal Canteras,8429420184527,1,1
Sucursal Canteras,8429420184558,1,1
Sucursal Canteras,8429420109445,0,0
Sucursal Canteras,8429420144835,0,0
Sucursal Canteras,8429420113923,0,0
Sucursal Canteras,8429420164994,1,1
Sucursal Canteras,3760269770096,0,0
Sucursal Canteras,3760269770485,0,0
Sucursal Canteras,3760269770065,0,0
Sucursal Canteras,3760269770072,0,0
Sucursal Canteras,3760269770089,0,0
Sucursal Canteras,3760269770119,0,0
Sucursal Canteras,3760269770553,1,1
Sucursal Canteras,3760269770560,2,2
Sucursal Canteras,3760269770546,0,0
Sucursal Canteras,3760269770867,1,1
Sucursal Canteras,3031500000280,0,0
Sucursal Canteras,3760269770539,0,0
Sucursal Canteras,3401399521270,0,0
Sucursal Canteras,3401353725164,0,0
Sucursal Canteras,3401353725393,0,0
Sucursal Canteras,3401325787084,0,0
Sucursal Canteras,3760269770225,2,2
Sucursal Canteras,3760269770058,0,0
Sucursal Canteras,3760269770041,0,0
Sucursal Canteras,3760269770317,0,0
Sucursal Canteras,3760269770386,1,1
Sucursal Canteras,3760269770010,1,1
Sucursal Canteras,3760269770003,0,0
Sucursal Canteras,3760269770393,1,1
Sucursal Canteras,3760269770492,0,0
Sucursal Canteras,3760269770409,1,1
Sucursal Canteras,3760269770997,0,0
Sucursal Canteras,3760269770980,0,0
Sucursal Canteras,3401575243675,0,0
Sucursal Canteras,3760269771192,0,0
Sucursal Canteras,3760269770362,1,1
Sucursal Canteras,3760269770416,0,0
Sucursal Canteras,745853456740,0,0
Sucursal Canteras,745853456757,0,0
Sucursal Canteras,3401564019588,0,0
Sucursal Canteras,3401360147751,0,0
Sucursal Canteras,3760269770454,0,0
Sucursal Canteras,3760269771482,1,1
Sucursal Canteras,3401360049659,0,0
Sucursal Canteras,3401360120006,0,0
Sucursal Canteras,3401360120013,0,0
Sucursal Canteras,3401360147775,0,0
Sucursal Canteras,3401360049666,0,0
Sucursal Canteras,3031500311621,0,0
Sucursal Canteras,3031500311645,0,0
Sucursal Canteras,3760269771086,0,0
Sucursal Canteras,3760269771130,0,0
Sucursal Canteras,3760269771116,0,0
Sucursal Canteras,3760269771123,0,0
Sucursal Canteras,3760269771147,0,0
Sucursal Canteras,3031500311652,0,0
Sucursal Canteras,3760269771109,0,0
Sucursal Canteras,3401397588794,1,1
Sucursal Canteras,3760269770126,1,1
Sucursal Canteras,3760269770157,0,0
Sucursal Canteras,3760269770133,0,0
Sucursal Canteras,3760269770447,0,0
Sucursal Canteras,3760269770140,0,0
Sucursal Canteras,3760269771505,2,2
Sucursal Canteras,3031500311089,0,0
Sucursal Canteras,3760269770348,0,0
Sucursal Canteras,3760269771314,0,0
Sucursal Canteras,3401564019700,0,0
Sucursal Canteras,3401360191112,0,0
Sucursal Canteras,3760269770324,0,0
Sucursal Canteras,3760269770942,3,3
Sucursal Canteras,3031500311423,0,0
Sucursal Canteras,3401360522510,0,0
Sucursal Canteras,3760269771338,2,2
Sucursal Canteras,3760269771321,0,0
Sucursal Canteras,3401360025097,0,0
Sucursal Canteras,3401381717704,1,1
Sucursal Canteras,3760269771406,3,3
Sucursal Canteras,3031500311591,0,0
Sucursal Canteras,3401399521621,0,0
Sucursal Canteras,3401399521799,0,0
Sucursal Canteras,3401399521850,0,0
Sucursal Canteras,3031500311614,0,0
Sucursal Canteras,3031500311607,0,0
Sucursal Canteras,3760269770287,0,0
Sucursal Canteras,3760269770270,0,0
Sucursal Canteras,3760269770294,1,1
Sucursal Canteras,3401321544346,0,0
Sucursal Canteras,3760269770300,1,1
Sucursal Canteras,3760269771574,0,0
Sucursal Canteras,3760269770508,2,2
Sucursal Canteras,3760269770515,1,1
Sucursal Canteras,3760269770522,1,1
Sucursal Canteras,3401320283277,0,0
Sucursal Canteras,3401360049918,0,0
Sucursal Canteras,7703281020363,0,0
Sucursal Canteras,7703281020356,0,0
Sucursal Canteras,7703281002024,0,0
Sucursal Canteras,7703333007700,0,0
Sucursal Canteras,8430308133841,0,0
Sucursal Canteras,7703281001010,0,0
Sucursal Canteras,7703333007601,0,0
Sucursal Canteras,7703281002062,0,0
Sucursal Canteras,7501390912728,0,0
Sucursal Canteras,7501390912742,0,0
Sucursal Canteras,7501390914074,0,0
Sucursal Canteras,7703281020264,0,0
Sucursal Canteras,7703281020400,0,0
Sucursal Canteras,7501390913794,0,0
Sucursal Canteras,7501390913404,0,0
Sucursal Canteras,7501124723170,0,0
Sucursal Canteras,7501390914487,0,0
Sucursal Canteras,7501390914494,2,2
Sucursal Canteras,7501390914012,0,0
Sucursal Canteras,7501390913992,0,0
Sucursal Canteras,7703332003307,0,0
Sucursal Canteras,7703332003314,0,0
Sucursal Canteras,7703281001676,0,0
Sucursal Canteras,7703332003338,0,0
Sucursal Canteras,7501390915507,0,0
Sucursal Canteras,7501390915347,0,0
Sucursal Canteras,7501390915323,0,0
Sucursal Canteras,7705849004013,0,0
Sucursal Canteras,7705849004020,0,0
Sucursal Canteras,7705849004143,0,0
Sucursal Canteras,7501390911011,0,0
Sucursal Canteras,7501390913374,0,0
Sucursal Canteras,7703281004325,0,0
Sucursal Canteras,7703332003352,0,0
Sucursal Canteras,7501390913107,0,0
Sucursal Canteras,7501390913114,0,0
Sucursal Canteras,7501390919956,0,0
Sucursal Canteras,5701943012482,0,0
Sucursal Canteras,5701943013809,0,0
Sucursal Canteras,5701943011201,0,0
Sucursal Canteras,5701943010853,0,0
Sucursal Canteras,7703332003550,0,0
Sucursal Canteras,7501390912827,0,0
Sucursal Canteras,7501390912803,0,0
Sucursal Canteras,7703281000679,0,0
Sucursal Canteras,7703281002437,0,0
Sucursal Canteras,7703281003939,0,0
Sucursal Canteras,7703281003946,0,0
Sucursal Canteras,7703281002376,0,0
Sucursal Canteras,7703281002369,0,0
Sucursal Canteras,7703281002352,0,0
Sucursal Canteras,7703281004912,0,0
Sucursal Canteras,7703281001461,0,0
Sucursal Canteras,7703281001454,0,0
Sucursal Canteras,7703281002482,0,0
Sucursal Canteras,7703281002123,0,0
Sucursal Canteras,7703281001485,0,0
Sucursal Canteras,7703281002468,0,0
Sucursal Canteras,7703281002475,0,0
Sucursal Canteras,7703281002499,0,0
Sucursal Canteras,7703281001447,1,1
Sucursal Canteras,7703281002451,0,0
Sucursal Canteras,7703281001942,0,0
Sucursal Canteras,7703332003628,0,0
Sucursal Canteras,853206008628,0,0
Sucursal Canteras,53131613,0,0
Sucursal Canteras,853206008246,0,0
Sucursal Canteras,853206008420,0,0
Sucursal Canteras,KITPRUEBA,0,0
Sucursal Canteras,8050519683876,0,0
Sucursal Canteras,8050519683029,0,0
Sucursal Canteras,8050519684996,1,1
Sucursal Canteras,8050519682633,1,1
Sucursal Canteras,8050519680189,1,1
Sucursal Canteras,8050519682565,1,1
Sucursal Canteras,8050519684583,0,0
Sucursal Canteras,8050519682510,0,0
Sucursal Canteras,8050519683289,0,0
Sucursal Canteras,8050519684736,1,1
Sucursal Canteras,8050519684743,1,1
Sucursal Canteras,8050519682640,1,1
Sucursal Canteras,8050519683418,1,1
Sucursal Canteras,8050519683425,1,1
Sucursal Canteras,8050519683531,0,0
Sucursal Canteras,8050519683524,1,1
Sucursal Canteras,8050519683890,1,1
Sucursal Canteras,8050519684613,0,0
Sucursal Canteras,8050519684552,0,0
Sucursal Canteras,8050519684200,0,0
Sucursal Canteras,8050519684187,1,1
Sucursal Canteras,8050519684170,1,1
Sucursal Canteras,8050519680110,1,1
Sucursal Canteras,31,0,0
Sucursal Canteras,10,0,0
Sucursal Canteras,33,0,0
Sucursal Canteras,1,0,0
Sucursal Canteras,15,0,0
Sucursal Canteras,16,0,0
Sucursal Canteras,37,0,0
Sucursal Canteras,38,0,0
Sucursal Canteras,39,0,0
Sucursal Canteras,40,0,0
Sucursal Canteras,41,0,0
Sucursal Canteras,42,0,0
Sucursal Canteras,17,0,0
Sucursal Canteras,18,0,0
Sucursal Canteras,19,0,0
Sucursal Canteras,11,0,0
Sucursal Canteras,12,0,0
Sucursal Canteras,34,0,0
Sucursal Canteras,20,0,0
Sucursal Canteras,21,0,0
Sucursal Canteras,32,0,0
Sucursal Canteras,13,0,0
Sucursal Canteras,7,0,0
Sucursal Canteras,22,0,0
Sucursal Canteras,4,0,0
Sucursal Canteras,2,0,0
Sucursal Canteras,3,0,0
Sucursal Canteras,29,0,0
Sucursal Canteras,14,0,0
Sucursal Canteras,8,0,0
Sucursal Canteras,35,0,0
Sucursal Canteras,30,0,0
Sucursal Canteras,5,1,1
Sucursal Canteras,24,0,0
Sucursal Canteras,23,0,0
Sucursal Canteras,6,0,0
Sucursal Canteras,9,0,0
Sucursal Canteras,36,0,0
Sucursal Canteras,25,0,0
Sucursal Canteras,26,0,0
Sucursal Canteras,27,0,0
Sucursal Canteras,28,0,0
Sucursal Canteras,5702191025743,0,0
Sucursal Canteras,5702191029369,0,0
Sucursal Canteras,5702191029321,0,0
Sucursal Canteras,5702191008074,0,0
Sucursal Canteras,5702191029192,1,1
Sucursal Canteras,5702191029208,1,1
Sucursal Canteras,5702191008098,0,0
Sucursal Canteras,5702191008111,0,0
Sucursal Canteras,5702191009507,0,0
Sucursal Canteras,5702191029291,0,0
Sucursal Canteras,5702191029611,0,0
Sucursal Canteras,7350085332255,0,0
Sucursal Canteras,7350085331944,0,0
Sucursal Canteras,7350085331920,1,1
Sucursal Canteras,7350085331975,1,1
Sucursal Canteras,7350085331913,1,1
Sucursal Canteras,7350085331951,0,0
Sucursal Canteras,7350085332040,1,1
Sucursal Canteras,7350085332187,1,1
Sucursal Canteras,7350085332194,0,0
Sucursal Canteras,7350085331937,0,0
Sucursal Canteras,7350085331968,0,0
Sucursal Canteras,7350085331982,1,1
Sucursal Canteras,7350085332057,0,0
Sucursal Canteras,7350085331999,0,0
Sucursal Canteras,7350085332002,0,0
Sucursal Canteras,19962494413,0,0
Sucursal Canteras,19962494512,0,0
Sucursal Canteras,7503032085685,0,0
Sucursal Canteras,736211877086,0,0
Sucursal Canteras,9504281398548,0,0
Sucursal Canteras,19962494314,0,0
Sucursal Canteras,19962494215,0,0
Sucursal Canteras,9501588437390,0,0
Sucursal Canteras,9506442647915,0,0
Sucursal Canteras,9509272748128,0,0
Sucursal Canteras,736211876881,0,0
Sucursal Canteras,19962494116,0,0
Sucursal Canteras,3607490250150,0,0
Sucursal Canteras,3607490243541,0,0
Sucursal Canteras,3607490243510,0,0
Sucursal Canteras,3607490253403,0,0
Sucursal Canteras,3607490243435,0,0
Sucursal Canteras,3607490159910,0,0
Sucursal Canteras,3607490250402,0,0
Sucursal Canteras,3607490244098,0,0
Sucursal Canteras,3607490159880,0,0
Sucursal Canteras,3607490248713,0,0
Sucursal Canteras,3607490159941,0,0
Sucursal Canteras,3607490244159,0,0
Sucursal Canteras,3607490194508,0,0
Sucursal Canteras,3607490197752,0,0
Sucursal Canteras,3607490248638,0,0
Sucursal Canteras,LPG1,0,0
Sucursal Canteras,3607490240694,0,0
Sucursal Canteras,LPG2,0,0
Sucursal Canteras,3607490216439,0,0
Sucursal Canteras,3607490159972,0,0
Sucursal Canteras,3607490223420,0,0
Sucursal Canteras,3607490225998,0,0
Sucursal Canteras,3607499942001,0,0
Sucursal Canteras,3607490159958,0,0
Sucursal Canteras,3607490159934,0,0
Sucursal Canteras,3607490159989,0,0
Sucursal Canteras,3337875725897,0,0
Sucursal Canteras,3433422404397,0,0
Sucursal Canteras,3433422404403,0,0
Sucursal Canteras,3337875761031,0,0
Sucursal Canteras,3337875764353,0,0
Sucursal Canteras,3337875797467,0,0
Sucursal Canteras,3337875549530,1,1
Sucursal Canteras,3337875650786,0,0
Sucursal Canteras,3337875847353,0,0
Sucursal Canteras,3337872419904,0,0
Sucursal Canteras,3337875761123,1,1
Sucursal Canteras,3337872412967,0,0
Sucursal Canteras,3337875706698,0,0
Sucursal Canteras,3337875706704,0,0
Sucursal Canteras,3337875706667,0,0
Sucursal Canteras,3337875706674,0,0
Sucursal Canteras,3337875706681,0,0
Sucursal Canteras,3337875917407,0,0
Sucursal Canteras,3337875797719,0,0
Sucursal Canteras,3337875797689,0,0
Sucursal Canteras,3337875847292,1,1
Sucursal Canteras,3337875847087,1,1
Sucursal Canteras,3337875797597,1,1
Sucursal Canteras,3337875797641,0,0
Sucursal Canteras,3337875797764,0,0
Sucursal Canteras,3337875797399,0,0
Sucursal Canteras,3337875696838,0,0
Sucursal Canteras,3337872413414,0,0
Sucursal Canteras,3337875546409,1,1
Sucursal Canteras,3337875545891,2,2
Sucursal Canteras,3337872420153,0,0
Sucursal Canteras,3337875917810,0,0
Sucursal Canteras,3337875886307,0,0
Sucursal Canteras,3337875888851,0,0
Sucursal Canteras,3337875888899,0,0
Sucursal Canteras,3337875886055,0,0
Sucursal Canteras,3337875586269,0,0
Sucursal Canteras,3337875735742,0,0
Sucursal Canteras,3337875816809,2,2
Sucursal Canteras,30106659,1,1
Sucursal Canteras,3337872414145,1,1
Sucursal Canteras,3337875920742,1,1
Sucursal Canteras,7899706149211,0,0
Sucursal Canteras,7899706149198,0,0
Sucursal Canteras,3337872420207,0,0
Sucursal Canteras,3433422404366,0,0
Sucursal Canteras,3337875894333,0,0
Sucursal Canteras,3337875924887,0,0
Sucursal Canteras,3337875863377,1,1
Sucursal Canteras,3337875549493,0,0
Sucursal Canteras,3337875518598,0,0
Sucursal Canteras,3337872411083,0,0
Sucursal Canteras,3337872411991,2,2
Sucursal Canteras,3337875708289,1,2
Sucursal Canteras,3337875876407,0,0
Sucursal Canteras,3337875777797,1,1
Sucursal Canteras,3337875613491,0,0
Sucursal Canteras,3337875533317,0,0
Sucursal Canteras,3337872413025,1,1
Sucursal Canteras,3433422408357,0,0
Sucursal Canteras,3337872412516,0,0
Sucursal Canteras,3337875722827,1,1
Sucursal Canteras,3337875729864,0,0
Sucursal Canteras,3337875760201,0,0
Sucursal Canteras,3337875882736,0,0
Sucursal Canteras,3337875583589,0,0
Sucursal Canteras,3337875920728,0,0
Sucursal Canteras,3337875613668,0,0
Sucursal Canteras,3337875583626,0,0
Sucursal Canteras,3337875683739,0,0
Sucursal Canteras,3337875806923,0,0
Sucursal Canteras,3337875920698,0,0
Sucursal Canteras,3337875920582,1,1
Sucursal Canteras,3337875731638,0,0
Sucursal Canteras,3337872412615,0,0
Sucursal Canteras,3337872411793,0,0
Sucursal Canteras,3433422407268,0,0
Sucursal Canteras,3337875911184,0,0
Sucursal Canteras,3337872411816,0,0
Sucursal Canteras,3433422407299,0,0
Sucursal Canteras,3433422407282,0,0
Sucursal Canteras,3337872411052,0,0
Sucursal Canteras,7509552883404,0,0
Sucursal Canteras,7509552935578,0,0
Sucursal Canteras,7509552934885,0,0
Sucursal Canteras,7509552882858,0,0
Sucursal Canteras,7509552934793,0,0
Sucursal Canteras,7509552934786,0,0
Sucursal Canteras,7509552935585,0,0
Sucursal Canteras,7509552940701,0,0
Sucursal Canteras,7509552940725,0,0
Sucursal Canteras,7509552935714,0,0
Sucursal Canteras,7509552973808,0,0
Sucursal Canteras,7509552973631,0,0
Sucursal Canteras,7509552805857,0,0
Sucursal Canteras,7509552893168,0,0
Sucursal Canteras,7509552720365,0,0
Sucursal Canteras,7509552971583,0,0
Sucursal Canteras,7509552941579,0,0
Sucursal Canteras,7509552893205,0,0
Sucursal Canteras,7509552971569,0,0
Sucursal Canteras,7509552893199,0,0
Sucursal Canteras,3337875656764,0,0
Sucursal Canteras,3433422404533,0,0
Sucursal Canteras,3337875763790,0,0
Sucursal Canteras,3337875696548,0,0
Sucursal Canteras,3337875696579,0,0
Sucursal Canteras,3337875803786,0,0
Sucursal Canteras,3337872420597,0,0
Sucursal Canteras,3337872418785,0,0
Sucursal Canteras,3337872418815,0,0
Sucursal Canteras,3337875566254,0,0
Sucursal Canteras,3337875537308,0,0
Sucursal Canteras,3337875537315,0,0
Sucursal Canteras,3337875852333,0,0
Sucursal Canteras,3337875852302,0,0
Sucursal Canteras,3337875890113,1,1
Sucursal Canteras,3337875890069,1,1
Sucursal Canteras,3337875890021,2,2
Sucursal Canteras,3337872414152,0,0
Sucursal Canteras,3337875886024,0,0
Sucursal Canteras,3337872413704,0,0
Sucursal Canteras,3337872413735,0,0
Sucursal Canteras,3337872413728,0,0
Sucursal Canteras,3337875909235,1,1
Sucursal Canteras,3337875892872,1,1
Sucursal Canteras,3337872414039,0,0
Sucursal Canteras,3337875517614,0,0
Sucursal Canteras,3337875660549,0,0
Sucursal Canteras,3433422401907,0,0
Sucursal Canteras,3337875694469,0,0
Sucursal Canteras,3337872412677,0,0
Sucursal Canteras,3337872413971,0,0
Sucursal Canteras,3433422405332,0,0
Sucursal Canteras,3337875757614,0,0
Sucursal Canteras,3337875757669,1,1
Sucursal Canteras,3337875757515,1,1
Sucursal Canteras,3433422406599,0,0
Sucursal Canteras,3337875863964,0,0
Sucursal Canteras,3337872412318,0,0
Sucursal Canteras,3337875863988,0,0
Sucursal Canteras,3337875632676,0,0
Sucursal Canteras,3337872412042,0,0
Sucursal Canteras,3337872412059,0,0
Sucursal Canteras,3337872412066,0,0
Sucursal Canteras,3337875807043,0,0
Sucursal Canteras,3337875578486,0,0
Sucursal Canteras,3337875693820,0,0
Sucursal Canteras,8413400001799,0,0
Sucursal Canteras,850019136104,0,0
Sucursal Canteras,850019136111,0,0
Sucursal Canteras,8413400002246,0,0
Sucursal Canteras,7707368815606,0,0
Sucursal Canteras,3372290001843,0,0
Sucursal Canteras,3372290000792,0,0
Sucursal Canteras,3372290001539,0,0
Sucursal Canteras,3372290001508,0,0
Sucursal Canteras,3372290140320,0,0
Sucursal Canteras,337220000273,0,0
Sucursal Canteras,3372290000280,0,0
Sucursal Canteras,3372290180920,2,2
Sucursal Canteras,3372290181026,0,0
Sucursal Canteras,3372290180821,1,1
Sucursal Canteras,3372290180623,2,2
Sucursal Canteras,3372290181125,1,1
Sucursal Canteras,3372290180425,1,1
Sucursal Canteras,3372290180524,1,1
Sucursal Canteras,3372290180326,1,1
Sucursal Canteras,3372290180722,0,0
Sucursal Canteras,3372290180227,0,0
Sucursal Canteras,3372290180128,0,0
Sucursal Canteras,3372290131526,0,0
Sucursal Canteras,3372290001270,0,0
Sucursal Canteras,3372290121725,0,0
Sucursal Canteras,3372290000594,0,0
Sucursal Canteras,3372290001836,0,0
Sucursal Canteras,3372290000587,0,0
Sucursal Canteras,3372290000570,0,0
Sucursal Canteras,3372290000600,0,0
Sucursal Canteras,3372290001324,0,0
Sucursal Canteras,3372290001331,0,0
Sucursal Canteras,3372290001249,0,0
Sucursal Canteras,3372290125020,0,0
Sucursal Canteras,3372290123026,1,1
Sucursal Canteras,3372290001546,0,0
Sucursal Canteras,3372290143222,1,1
Sucursal Canteras,3372290001287,1,1
Sucursal Canteras,3372293123023,0,0
Sucursal Canteras,3372290000624,0,0
Sucursal Canteras,3372290000617,0,0
Sucursal Canteras,3372290121220,0,0
Sucursal Canteras,3372290000150,0,0
Sucursal Canteras,3372290125136,0,0
Sucursal Canteras,3372290000853,0,0
Sucursal Canteras,3372290000884,0,0
Sucursal Canteras,3372290126829,0,0
Sucursal Canteras,3372290001522,0,0
Sucursal Canteras,3372290110729,0,0
Sucursal Canteras,3372290000952,0,0
Sucursal Canteras,3372290120421,0,0
Sucursal Canteras,3372290124122,0,0
Sucursal Canteras,3372290114529,0,0
Sucursal Canteras,3372290001263,0,0
Sucursal Canteras,3372290122722,1,1
Sucursal Canteras,3372290000877,1,1
Sucursal Canteras,3372290000891,1,1
Sucursal Canteras,3372290001454,0,0
Sucursal Canteras,3372290128120,0,0
Sucursal Canteras,3372290000297,0,0
Sucursal Canteras,3372290000686,1,1
Sucursal Canteras,3372290510222,0,0
Sucursal Canteras,3372290143123,0,0
Sucursal Canteras,3372290000266,0,0
Sucursal Canteras,3372290000259,0,0
Sucursal Canteras,853676003406,0,0
Sucursal Canteras,853676003055,0,0
Sucursal Canteras,853676003093,0,0
Sucursal Canteras,853676003253,0,0
Sucursal Canteras,853676003321,0,0
Sucursal Canteras,853676003017,0,0
Sucursal Canteras,853676003239,0,0
Sucursal Canteras,853676003277,0,0
Sucursal Canteras,853676003529,0,0
Sucursal Canteras,850036932222,0,0
Sucursal Canteras,853676003048,0,0
Sucursal Canteras,853676003383,0,0
Sucursal Canteras,853676003468,0,0
Sucursal Canteras,853676003543,0,0
Sucursal Canteras,853676003307,0,0
Sucursal Canteras,853676003208,0,0
Sucursal Canteras,853676003376,0,0
Sucursal Canteras,853676003079,0,0
Sucursal Canteras,853676003420,0,0
Sucursal Canteras,853676003284,0,0
Sucursal Canteras,853676003482,0,0
Sucursal Canteras,853676003246,0,0
Sucursal Canteras,853676003345,0,0
Sucursal Canteras,853676003390,0,0
Sucursal Canteras,853676003451,0,0
Sucursal Canteras,853676003352,0,0
Sucursal Canteras,853676003260,0,0
Sucursal Canteras,8437000435600,0,0
Sucursal Canteras,8437015942599,0,0
Sucursal Canteras,8436589051478,0,0
Sucursal Canteras,8436589052192,0,0
Sucursal Canteras,8436589052185,0,0
Sucursal Canteras,8437000435716,0,0
Sucursal Canteras,8437000435709,0,0
Sucursal Canteras,8437019178680,0,0
Sucursal Canteras,8437015942728,1,1
Sucursal Canteras,8436589051485,0,0
Sucursal Canteras,8437015942704,0,0
Sucursal Canteras,8437000435587,0,0
Sucursal Canteras,8437000435594,0,0
Sucursal Canteras,8436589051010,1,1
Sucursal Canteras,8436589051027,0,0
Sucursal Canteras,8436589051836,0,0
Sucursal Canteras,8437000435761,0,0
Sucursal Canteras,8436589051157,0,0
Sucursal Canteras,8437015942148,0,0
Sucursal Canteras,3770008167056,0,0
Sucursal Canteras,8436589052574,1,1
Sucursal Canteras,8436589052581,1,1
Sucursal Canteras,8437019178246,0,0
Sucursal Canteras,8437000435204,0,0
Sucursal Canteras,8437000435464,0,0
Sucursal Canteras,8437000435457,0,0
