Almacen,CÃ³digo de barras,Stock min,ROP,Stock Max
Sucursal Centro,1,0,0,0
Sucursal Centro,2,1,1,1
Sucursal Centro,3,0,0,0
Sucursal Centro,4,0,0,0
Sucursal Centro,5,3,3,3
Sucursal Centro,6,0,0,0
Sucursal Centro,7,0,0,0
Sucursal Centro,8,0,0,0
Sucursal Centro,9,0,0,0
Sucursal Centro,10,0,0,0
Sucursal Centro,11,0,0,0
Sucursal Centro,12,0,0,0
Sucursal Centro,13,0,0,0
Sucursal Centro,14,0,0,0
Sucursal Centro,15,0,0,0
Sucursal Centro,16,0,0,0
Sucursal Centro,17,0,0,0
Sucursal Centro,18,0,0,0
Sucursal Centro,19,0,0,0
Sucursal Centro,20,0,0,0
Sucursal Centro,21,0,0,0
Sucursal Centro,22,0,0,0
Sucursal Centro,23,0,0,0
Sucursal Centro,24,0,0,0
Sucursal Centro,25,0,0,0
Sucursal Centro,26,0,0,0
Sucursal Centro,27,0,0,0
Sucursal Centro,28,0,0,0
Sucursal Centro,29,0,0,0
Sucursal Centro,30,0,0,0
Sucursal Centro,31,0,0,0
Sucursal Centro,32,0,0,0
Sucursal Centro,33,0,0,0
Sucursal Centro,34,0,0,0
Sucursal Centro,35,0,0,0
Sucursal Centro,36,0,0,0
Sucursal Centro,37,0,0,0
Sucursal Centro,38,0,0,0
Sucursal Centro,39,0,0,0
Sucursal Centro,40,0,0,0
Sucursal Centro,41,0,0,0
Sucursal Centro,42,0,0,0
Sucursal Centro,88,0,0,0
Sucursal Centro,89,0,0,0
Sucursal Centro,100,0,0,0
Sucursal Centro,101,0,0,0
Sucursal Centro,102,0,0,0
Sucursal Centro,103,0,0,0
Sucursal Centro,105,0,0,0
Sucursal Centro,106,0,0,0
Sucursal Centro,107,0,0,0
Sucursal Centro,108,0,0,0
Sucursal Centro,109,0,0,0
Sucursal Centro,111,0,0,0
Sucursal Centro,112,0,0,0
Sucursal Centro,113,0,0,0
Sucursal Centro,115,1,1,1
Sucursal Centro,116,3,3,3
Sucursal Centro,117,0,0,0
Sucursal Centro,118,0,0,0
Sucursal Centro,119,0,0,0
Sucursal Centro,120,0,0,0
Sucursal Centro,121,0,0,0
Sucursal Centro,122,0,0,0
Sucursal Centro,123,0,0,0
Sucursal Centro,124,0,0,0
Sucursal Centro,125,0,0,0
Sucursal Centro,126,0,0,0
Sucursal Centro,127,0,0,0
Sucursal Centro,128,0,0,0
Sucursal Centro,129,0,0,0
Sucursal Centro,130,0,0,0
Sucursal Centro,131,0,0,0
Sucursal Centro,201,0,0,0
Sucursal Centro,202,0,0,0
Sucursal Centro,203,0,0,0
Sucursal Centro,205,0,0,0
Sucursal Centro,206,0,0,0
Sucursal Centro,207,0,0,0
Sucursal Centro,300,0,0,0
Sucursal Centro,301,0,0,0
Sucursal Centro,302,0,0,0
Sucursal Centro,303,0,0,0
Sucursal Centro,304,0,0,0
Sucursal Centro,305,0,0,0
Sucursal Centro,306,0,0,0
Sucursal Centro,307,0,0,0
Sucursal Centro,308,0,0,0
Sucursal Centro,309,1,1,1
Sucursal Centro,310,0,0,0
Sucursal Centro,311,0,0,0
Sucursal Centro,312,0,0,0
Sucursal Centro,313,0,0,0
Sucursal Centro,314,0,0,0
Sucursal Centro,315,1,1,1
Sucursal Centro,316,0,0,0
Sucursal Centro,317,0,0,0
Sucursal Centro,318,0,0,0
Sucursal Centro,319,0,0,0
Sucursal Centro,320,0,0,0
Sucursal Centro,321,0,0,0
Sucursal Centro,322,0,0,0
Sucursal Centro,323,0,0,0
Sucursal Centro,324,0,0,0
Sucursal Centro,325,0,0,0
Sucursal Centro,326,0,0,0
Sucursal Centro,327,0,0,0
Sucursal Centro,328,0,0,0
Sucursal Centro,329,0,0,0
Sucursal Centro,330,0,0,0
Sucursal Centro,331,0,0,0
Sucursal Centro,332,0,0,0
Sucursal Centro,333,0,0,0
Sucursal Centro,334,0,0,0
Sucursal Centro,400,0,0,0
Sucursal Centro,401,0,0,0
Sucursal Centro,402,0,0,0
Sucursal Centro,403,0,0,0
Sucursal Centro,404,0,0,0
Sucursal Centro,405,0,0,0
Sucursal Centro,406,0,0,0
Sucursal Centro,407,0,0,0
Sucursal Centro,408,0,0,0
Sucursal Centro,409,0,0,0
Sucursal Centro,410,0,0,0
Sucursal Centro,411,0,0,0
Sucursal Centro,412,0,0,0
Sucursal Centro,413,0,0,0
Sucursal Centro,414,0,0,0
Sucursal Centro,415,1,1,1
Sucursal Centro,416,0,0,0
Sucursal Centro,417,0,0,0
Sucursal Centro,418,0,0,0
Sucursal Centro,419,0,0,0
Sucursal Centro,420,0,0,0
Sucursal Centro,421,0,0,0
Sucursal Centro,422,0,0,0
Sucursal Centro,423,0,0,0
Sucursal Centro,424,0,0,0
Sucursal Centro,425,0,0,0
Sucursal Centro,426,0,0,0
Sucursal Centro,427,0,0,0
Sucursal Centro,428,0,0,0
Sucursal Centro,429,0,0,0
Sucursal Centro,430,0,0,0
Sucursal Centro,431,0,0,0
Sucursal Centro,432,0,0,0
Sucursal Centro,433,0,0,0
Sucursal Centro,434,0,0,0
Sucursal Centro,435,0,0,0
Sucursal Centro,436,0,0,0
Sucursal Centro,437,0,0,0
Sucursal Centro,438,0,0,0
Sucursal Centro,439,0,0,0
Sucursal Centro,440,0,0,0
Sucursal Centro,441,0,0,0
Sucursal Centro,442,0,0,0
Sucursal Centro,443,0,0,0
Sucursal Centro,444,0,0,0
Sucursal Centro,445,0,0,0
Sucursal Centro,446,0,0,0
Sucursal Centro,447,0,0,0
Sucursal Centro,448,0,0,0
Sucursal Centro,449,0,0,0
Sucursal Centro,450,0,0,0
Sucursal Centro,451,0,0,0
Sucursal Centro,452,1,1,1
Sucursal Centro,453,0,0,0
Sucursal Centro,454,0,0,0
Sucursal Centro,455,0,0,0
Sucursal Centro,456,0,0,0
Sucursal Centro,457,0,0,0
Sucursal Centro,458,0,0,0
Sucursal Centro,459,0,0,0
Sucursal Centro,460,0,0,0
Sucursal Centro,461,0,0,0
Sucursal Centro,462,0,0,0
Sucursal Centro,463,0,0,0
Sucursal Centro,464,0,0,0
Sucursal Centro,465,0,0,0
Sucursal Centro,466,0,0,0
Sucursal Centro,467,1,1,1
Sucursal Centro,468,0,0,0
Sucursal Centro,469,0,0,0
Sucursal Centro,470,0,0,0
Sucursal Centro,471,0,0,0
Sucursal Centro,472,0,0,0
Sucursal Centro,473,0,0,0
Sucursal Centro,474,0,0,0
Sucursal Centro,475,0,0,0
Sucursal Centro,476,0,0,0
Sucursal Centro,477,0,0,0
Sucursal Centro,478,0,0,0
Sucursal Centro,479,0,0,0
Sucursal Centro,480,0,0,0
Sucursal Centro,481,0,0,0
Sucursal Centro,482,0,0,0
Sucursal Centro,483,0,0,0
Sucursal Centro,484,0,0,0
Sucursal Centro,500,0,0,0
Sucursal Centro,501,0,0,0
Sucursal Centro,502,0,0,0
Sucursal Centro,503,0,0,0
Sucursal Centro,504,0,0,0
Sucursal Centro,505,0,0,0
Sucursal Centro,506,0,0,0
Sucursal Centro,507,0,0,0
Sucursal Centro,508,0,0,0
Sucursal Centro,509,0,0,0
Sucursal Centro,510,0,0,0
Sucursal Centro,511,0,0,0
Sucursal Centro,512,0,0,0
Sucursal Centro,513,0,0,0
Sucursal Centro,514,1,1,1
Sucursal Centro,515,0,0,0
Sucursal Centro,516,0,0,0
Sucursal Centro,517,0,0,0
Sucursal Centro,518,0,0,0
Sucursal Centro,519,0,0,0
Sucursal Centro,520,0,0,0
Sucursal Centro,521,0,0,0
Sucursal Centro,522,0,0,0
Sucursal Centro,523,0,0,0
Sucursal Centro,524,0,0,0
Sucursal Centro,525,0,0,0
Sucursal Centro,526,0,0,0
Sucursal Centro,527,0,0,0
Sucursal Centro,528,0,0,0
Sucursal Centro,529,0,0,0
Sucursal Centro,530,0,0,0
Sucursal Centro,531,0,0,0
Sucursal Centro,532,0,0,0
Sucursal Centro,533,0,0,0
Sucursal Centro,534,0,0,0
Sucursal Centro,535,0,0,0
Sucursal Centro,536,0,0,0
Sucursal Centro,537,0,0,0
Sucursal Centro,538,0,0,0
Sucursal Centro,539,0,0,0
Sucursal Centro,540,0,0,0
Sucursal Centro,541,0,0,0
Sucursal Centro,542,0,0,0
Sucursal Centro,544,0,0,0
Sucursal Centro,545,0,0,0
Sucursal Centro,546,0,0,0
Sucursal Centro,547,0,0,0
Sucursal Centro,548,0,0,0
Sucursal Centro,549,0,0,0
Sucursal Centro,550,0,0,0
Sucursal Centro,551,0,0,0
Sucursal Centro,552,0,0,0
Sucursal Centro,553,0,0,0
Sucursal Centro,554,0,0,0
Sucursal Centro,555,0,0,0
Sucursal Centro,743,0,0,0
Sucursal Centro,800,0,0,0
Sucursal Centro,801,0,0,0
Sucursal Centro,802,0,0,0
Sucursal Centro,803,0,0,0
Sucursal Centro,1300,0,0,0
Sucursal Centro,1301,0,0,0
Sucursal Centro,1302,0,0,0
Sucursal Centro,1303,0,0,0
Sucursal Centro,1304,0,0,0
Sucursal Centro,1305,0,0,0
Sucursal Centro,1306,0,0,0
Sucursal Centro,2001,11,11,35
Sucursal Centro,2003,0,0,0
Sucursal Centro,2004,0,0,0
Sucursal Centro,2005,0,0,0
Sucursal Centro,2006,0,0,0
Sucursal Centro,2009,0,0,0
Sucursal Centro,2010,0,0,0
Sucursal Centro,2011,1,1,1
Sucursal Centro,2012,0,0,0
Sucursal Centro,2013,0,0,0
Sucursal Centro,2015,1,1,1
Sucursal Centro,2846,0,0,0
Sucursal Centro,3000,1,1,1
Sucursal Centro,6018,0,0,0
Sucursal Centro,6020,0,0,0
Sucursal Centro,6097,0,0,0
Sucursal Centro,6137,0,0,0
Sucursal Centro,6175,0,0,0
Sucursal Centro,6221,0,0,0
Sucursal Centro,6487,0,0,0
Sucursal Centro,6490,0,0,0
Sucursal Centro,6622,0,0,0
Sucursal Centro,6662,0,0,0
Sucursal Centro,6665,0,0,0
Sucursal Centro,6727,0,0,0
Sucursal Centro,6732,0,0,0
Sucursal Centro,7117,0,0,0
Sucursal Centro,10000,0,0,0
Sucursal Centro,13039,0,0,0
Sucursal Centro,85049,0,0,0
Sucursal Centro,85050,0,0,0
Sucursal Centro,85051,0,0,0
Sucursal Centro,85052,0,0,0
Sucursal Centro,85053,0,0,0
Sucursal Centro,85054,0,0,0
Sucursal Centro,85055,0,0,0
Sucursal Centro,85056,0,0,0
Sucursal Centro,123456,0,0,0
Sucursal Centro,159357,0,0,0
Sucursal Centro,654321,0,0,0
Sucursal Centro,4002066,0,0,0
Sucursal Centro,5230105,0,0,0
Sucursal Centro,5610108,0,0,0
Sucursal Centro,6101116,0,0,0
Sucursal Centro,6683595,0,0,0
Sucursal Centro,30106659,0,0,0
Sucursal Centro,53131613,0,0,0
Sucursal Centro,3304990000,0,0,0
Sucursal Centro,19962494116,0,0,0
Sucursal Centro,19962494215,0,0,0
Sucursal Centro,19962494314,0,0,0
Sucursal Centro,19962494413,0,0,0
Sucursal Centro,19962494512,0,0,0
Sucursal Centro,60748000199,0,0,0
Sucursal Centro,60748000472,0,0,0
Sucursal Centro,60748001001,0,0,0
Sucursal Centro,60748003718,0,0,0
Sucursal Centro,70501010105,0,0,0
Sucursal Centro,70501050651,0,0,0
Sucursal Centro,70501060902,0,0,0
Sucursal Centro,70501092002,0,0,0
Sucursal Centro,70501092408,0,0,0
Sucursal Centro,70501100134,0,0,0
Sucursal Centro,90205022983,0,0,0
Sucursal Centro,90205025335,0,0,0
Sucursal Centro,90205025403,0,0,0
Sucursal Centro,90205077563,0,0,0
Sucursal Centro,90205077709,0,0,0
Sucursal Centro,198168067376,0,0,0
Sucursal Centro,198168129081,0,0,0
Sucursal Centro,198168409480,0,0,0
Sucursal Centro,198168739686,0,0,0
Sucursal Centro,300093331020,0,0,0
Sucursal Centro,326480044687,1,1,1
Sucursal Centro,328270388497,1,1,1
Sucursal Centro,337220000273,0,0,0
Sucursal Centro,358892100309,0,0,0
Sucursal Centro,358892101504,0,0,0
Sucursal Centro,358892102044,0,0,0
Sucursal Centro,358892103300,0,0,0
Sucursal Centro,358892106851,0,0,0
Sucursal Centro,358892113156,0,0,0
Sucursal Centro,358892119011,0,0,0
Sucursal Centro,358892122301,0,0,0
Sucursal Centro,358892123308,0,0,0
Sucursal Centro,358892129065,0,0,0
Sucursal Centro,358892131501,0,0,0
Sucursal Centro,358892132508,0,0,0
Sucursal Centro,358892133505,0,0,0
Sucursal Centro,358892134502,0,0,0
Sucursal Centro,358892317011,0,0,0
Sucursal Centro,358892319015,0,0,0
Sucursal Centro,358892318018,0,0,0
Sucursal Centro,358892326501,3,3,3
Sucursal Centro,358892326853,0,0,0
Sucursal Centro,358892336500,1,1,1
Sucursal Centro,358892911882,0,0,0
Sucursal Centro,362031536935,0,0,0
Sucursal Centro,362032050010,0,0,0
Sucursal Centro,362032050089,0,0,0
Sucursal Centro,362032050522,0,0,0
Sucursal Centro,362032050539,0,0,0
Sucursal Centro,362032050546,0,0,0
Sucursal Centro,362032050553,0,0,0
Sucursal Centro,362032050560,0,0,0
Sucursal Centro,362032065038,0,0,0
Sucursal Centro,362032065243,0,0,0
Sucursal Centro,362032065359,0,0,0
Sucursal Centro,362032066011,0,0,0
Sucursal Centro,362032070018,0,0,0
Sucursal Centro,362032070056,0,0,0
Sucursal Centro,362032070063,0,0,0
Sucursal Centro,362032070131,0,0,0
Sucursal Centro,362032070179,0,0,0
Sucursal Centro,362032070193,0,0,0
Sucursal Centro,362032070209,0,0,0
Sucursal Centro,362032070445,0,0,0
Sucursal Centro,362032070452,0,0,0
Sucursal Centro,362032070582,0,0,0
Sucursal Centro,362032072029,0,0,0
Sucursal Centro,362032077680,0,0,0
Sucursal Centro,362032079097,0,0,0
Sucursal Centro,362032087909,0,0,0
Sucursal Centro,362032100364,0,0,0
Sucursal Centro,362032101361,0,0,0
Sucursal Centro,362032116365,0,0,0
Sucursal Centro,362032140100,0,0,0
Sucursal Centro,362032161037,0,0,0
Sucursal Centro,362032610047,0,0,0
Sucursal Centro,362032612041,0,0,0
Sucursal Centro,362032650074,0,0,0
Sucursal Centro,362032811093,0,0,0
Sucursal Centro,390205022694,0,0,0
Sucursal Centro,390205022878,0,0,0
Sucursal Centro,390205022892,0,0,0
Sucursal Centro,390205025008,1,1,1
Sucursal Centro,390205025107,0,0,0
Sucursal Centro,390205025121,0,0,0
Sucursal Centro,390205025206,0,0,0
Sucursal Centro,390205025787,1,1,1
Sucursal Centro,390205025824,0,0,0
Sucursal Centro,608819261133,0,0,0
Sucursal Centro,608819261164,0,0,0
Sucursal Centro,608819261195,0,0,0
Sucursal Centro,609207621133,3,3,3
Sucursal Centro,635494310207,0,0,0
Sucursal Centro,635494314120,0,0,0
Sucursal Centro,635494314205,1,1,1
Sucursal Centro,635494316124,0,0,0
Sucursal Centro,635494317121,0,0,0
Sucursal Centro,635494317206,0,0,0
Sucursal Centro,635494323122,0,0,0
Sucursal Centro,635494327120,0,0,0
Sucursal Centro,635494327205,0,0,0
Sucursal Centro,635494328202,0,0,0
Sucursal Centro,635494330120,0,0,0
Sucursal Centro,635494330205,0,0,0
Sucursal Centro,635494331127,0,0,0
Sucursal Centro,635494345254,0,0,0
Sucursal Centro,635494347203,0,0,0
Sucursal Centro,635494348200,0,0,0
Sucursal Centro,635494349207,0,0,0
Sucursal Centro,635494352122,0,0,0
Sucursal Centro,635494358209,0,0,0
Sucursal Centro,635494363210,0,0,0
Sucursal Centro,635494377002,0,0,0
Sucursal Centro,635494390124,0,0,0
Sucursal Centro,635494391206,1,1,1
Sucursal Centro,679795082005,0,0,0
Sucursal Centro,679795082012,0,0,0
Sucursal Centro,679795082029,0,0,0
Sucursal Centro,679795082043,0,0,0
Sucursal Centro,679795082050,0,0,0
Sucursal Centro,679795082098,0,0,0
Sucursal Centro,679795082128,0,0,0
Sucursal Centro,679795082135,0,0,0
Sucursal Centro,679795082142,0,0,0
Sucursal Centro,679795083033,0,0,0
Sucursal Centro,679795083057,0,0,0
Sucursal Centro,679795083071,0,0,0
Sucursal Centro,679795083088,2,2,2
Sucursal Centro,679795083095,0,0,0
Sucursal Centro,679795083118,0,0,0
Sucursal Centro,679795083231,0,0,0
Sucursal Centro,679795083248,0,0,0
Sucursal Centro,679795083279,0,0,0
Sucursal Centro,679795083309,0,0,0
Sucursal Centro,679795083330,1,1,1
Sucursal Centro,679795083347,0,0,0
Sucursal Centro,679795083378,0,0,0
Sucursal Centro,679795083392,0,0,0
Sucursal Centro,679795083460,0,0,0
Sucursal Centro,679795083484,0,0,0
Sucursal Centro,679795083491,0,0,0
Sucursal Centro,679795083507,0,0,0
Sucursal Centro,679795083668,0,0,0
Sucursal Centro,679795083682,0,0,0
Sucursal Centro,679795083699,0,0,0
Sucursal Centro,679795083705,0,0,0
Sucursal Centro,679795083736,0,0,0
Sucursal Centro,679795083798,0,0,0
Sucursal Centro,679795083828,0,0,0
Sucursal Centro,679795083835,2,2,2
Sucursal Centro,679795083842,1,1,1
Sucursal Centro,679795083859,0,0,0
Sucursal Centro,679795083866,0,0,0
Sucursal Centro,679795083910,0,0,0
Sucursal Centro,679795083941,0,0,0
Sucursal Centro,679795083965,0,0,0
Sucursal Centro,679795084078,0,0,0
Sucursal Centro,679795084085,0,0,0
Sucursal Centro,679795084092,0,0,0
Sucursal Centro,679795084252,0,0,0
Sucursal Centro,679795084443,0,0,0
Sucursal Centro,679795084450,0,0,0
Sucursal Centro,679795084733,0,0,0
Sucursal Centro,689076177184,0,0,0
Sucursal Centro,689076327190,0,0,0
Sucursal Centro,689076362153,4,4,4
Sucursal Centro,689076724531,1,1,1
Sucursal Centro,689076961370,0,0,0
Sucursal Centro,705105259505,0,0,0
Sucursal Centro,705105259604,1,1,1
Sucursal Centro,705105299372,1,1,1
Sucursal Centro,713443081016,0,0,0
Sucursal Centro,713443081023,0,0,0
Sucursal Centro,713443082006,0,0,0
Sucursal Centro,713443082020,0,0,0
Sucursal Centro,713443083003,0,0,0
Sucursal Centro,713443083010,0,0,0
Sucursal Centro,713443084017,0,0,0
Sucursal Centro,713443084024,0,0,0
Sucursal Centro,713443084031,0,0,0
Sucursal Centro,713443085007,0,0,0
Sucursal Centro,713443085014,0,0,0
Sucursal Centro,713443085021,0,0,0
Sucursal Centro,713443085038,0,0,0
Sucursal Centro,713443085045,0,0,0
Sucursal Centro,713443086011,0,0,0
Sucursal Centro,713443087001,0,0,0
Sucursal Centro,718122801534,2,2,2
Sucursal Centro,718122887019,0,0,0
Sucursal Centro,718122899173,0,0,0
Sucursal Centro,724373569512,0,0,0
Sucursal Centro,724373569567,0,0,0
Sucursal Centro,724373569574,0,0,0
Sucursal Centro,724373569598,0,0,0
Sucursal Centro,724373569604,0,0,0
Sucursal Centro,724373569642,0,0,0
Sucursal Centro,724373569659,0,0,0
Sucursal Centro,724373569666,0,0,0
Sucursal Centro,724373569673,0,0,0
Sucursal Centro,724373569703,0,0,0
Sucursal Centro,724373569710,0,0,0
Sucursal Centro,724373569727,0,0,0
Sucursal Centro,726798307694,1,1,1
Sucursal Centro,726798307700,4,4,4
Sucursal Centro,726798307717,0,0,0
Sucursal Centro,726798307724,0,0,0
Sucursal Centro,726798307731,0,0,0
Sucursal Centro,728028111422,0,0,0
Sucursal Centro,728028111439,0,0,0
Sucursal Centro,728028111446,0,0,0
Sucursal Centro,728028111453,0,0,0
Sucursal Centro,728028111460,0,0,0
Sucursal Centro,728028111477,0,0,0
Sucursal Centro,728028111491,0,0,0
Sucursal Centro,728028151077,0,0,0
Sucursal Centro,728028202595,0,0,0
Sucursal Centro,728028202601,0,0,0
Sucursal Centro,728028317626,0,0,0
Sucursal Centro,728028317633,0,0,0
Sucursal Centro,728028414912,0,0,0
Sucursal Centro,728028414929,0,0,0
Sucursal Centro,728028420340,0,0,0
Sucursal Centro,728028435856,0,0,0
Sucursal Centro,728028435870,0,0,0
Sucursal Centro,728028455250,0,0,0
Sucursal Centro,728028465525,0,0,0
Sucursal Centro,728028465532,0,0,0
Sucursal Centro,728028472547,0,0,0
Sucursal Centro,728028472554,0,0,0
Sucursal Centro,728028479775,0,0,0
Sucursal Centro,728028479782,0,0,0
Sucursal Centro,728028479799,0,0,0
Sucursal Centro,728028479836,0,0,0
Sucursal Centro,729208176651,0,0,0
Sucursal Centro,732013250164,0,0,0
Sucursal Centro,732013250171,0,0,0
Sucursal Centro,732013250188,1,1,1
Sucursal Centro,732013250195,0,0,0
Sucursal Centro,732013301026,0,0,0
Sucursal Centro,732013301040,0,0,0
Sucursal Centro,732013301194,0,0,0
Sucursal Centro,732013301323,0,0,0
Sucursal Centro,732013301330,1,1,1
Sucursal Centro,732013301347,0,0,0
Sucursal Centro,732013301378,0,0,0
Sucursal Centro,732013301385,0,0,0
Sucursal Centro,732013301392,0,0,0
Sucursal Centro,732013301415,0,0,0
Sucursal Centro,732013301446,0,0,0
Sucursal Centro,732013301453,0,0,0
Sucursal Centro,732013301477,0,0,0
Sucursal Centro,732013301507,0,0,0
Sucursal Centro,732013301545,0,0,0
Sucursal Centro,732013301552,0,0,0
Sucursal Centro,732013301576,0,0,0
Sucursal Centro,732013301583,0,0,0
Sucursal Centro,732013301606,0,0,0
Sucursal Centro,732013301613,0,0,0
Sucursal Centro,732013301620,0,0,0
Sucursal Centro,732013301651,0,0,0
Sucursal Centro,732013301811,0,0,0
Sucursal Centro,732013302092,0,0,0
Sucursal Centro,732013302160,0,0,0
Sucursal Centro,732013302481,0,0,0
Sucursal Centro,732013302511,0,0,0
Sucursal Centro,732013302689,0,0,0
Sucursal Centro,732013302924,1,1,1
Sucursal Centro,732013303013,1,1,1
Sucursal Centro,732013303037,1,1,1
Sucursal Centro,732013303051,1,1,1
Sucursal Centro,732013303068,0,0,0
Sucursal Centro,736211029546,3,3,3
Sucursal Centro,736211284860,3,3,3
Sucursal Centro,736211778659,0,0,0
Sucursal Centro,736211778758,0,0,0
Sucursal Centro,736211876881,0,0,0
Sucursal Centro,736211877086,0,0,0
Sucursal Centro,736631276513,0,0,0
Sucursal Centro,736631276568,0,0,0
Sucursal Centro,736631276575,0,0,0
Sucursal Centro,736631276605,0,0,0
Sucursal Centro,736631276643,0,0,0
Sucursal Centro,736631276650,0,0,0
Sucursal Centro,736631276667,0,0,0
Sucursal Centro,736631276704,0,0,0
Sucursal Centro,736631276711,0,0,0
Sucursal Centro,736631276728,0,0,0
Sucursal Centro,736631276834,0,0,0
Sucursal Centro,745853456740,0,0,0
Sucursal Centro,745853456757,0,0,0
Sucursal Centro,763331477117,0,0,0
Sucursal Centro,767331152127,0,0,0
Sucursal Centro,767332100531,1,1,1
Sucursal Centro,767332108278,0,0,0
Sucursal Centro,767332109008,0,0,0
Sucursal Centro,767332109039,0,0,0
Sucursal Centro,767332109046,0,0,0
Sucursal Centro,767332109251,2,2,2
Sucursal Centro,767332150055,0,0,0
Sucursal Centro,767332150192,0,0,0
Sucursal Centro,767332150482,0,0,0
Sucursal Centro,767332150222,1,1,1
Sucursal Centro,767332150239,0,0,0
Sucursal Centro,767332152370,0,0,0
Sucursal Centro,767332152691,1,1,1
Sucursal Centro,767332152721,0,0,0
Sucursal Centro,767332153483,1,1,1
Sucursal Centro,767332154022,0,0,0
Sucursal Centro,767332154060,0,0,0
Sucursal Centro,767332154107,1,1,1
Sucursal Centro,767332154268,1,1,1
Sucursal Centro,767332154275,0,0,0
Sucursal Centro,767332154282,1,1,1
Sucursal Centro,767332154558,0,0,0
Sucursal Centro,767332154572,0,0,0
Sucursal Centro,767332601243,0,0,0
Sucursal Centro,767332601335,0,0,0
Sucursal Centro,767332603773,0,0,0
Sucursal Centro,767332603797,0,0,0
Sucursal Centro,767332603810,0,0,0
Sucursal Centro,767332603827,0,0,0
Sucursal Centro,767332603919,0,0,0
Sucursal Centro,767332800943,0,0,0
Sucursal Centro,767332802541,0,0,0
Sucursal Centro,767332802565,1,1,1
Sucursal Centro,767332802725,0,0,0
Sucursal Centro,767332802824,0,0,0
Sucursal Centro,767332802947,0,0,0
Sucursal Centro,767332803142,0,0,0
Sucursal Centro,767332805146,0,0,0
Sucursal Centro,767332805757,0,0,0
Sucursal Centro,767332806402,0,0,0
Sucursal Centro,767332806419,0,0,0
Sucursal Centro,767332806433,0,0,0
Sucursal Centro,767332806914,0,0,0
Sucursal Centro,767332807935,0,0,0
Sucursal Centro,767332807980,0,0,0
Sucursal Centro,767332808239,0,0,0
Sucursal Centro,767332808246,0,0,0
Sucursal Centro,767332808307,0,0,0
Sucursal Centro,767332808314,0,0,0
Sucursal Centro,767332808338,0,0,0
Sucursal Centro,767332808734,0,0,0
Sucursal Centro,767332808864,0,0,0
Sucursal Centro,767332808895,0,0,0
Sucursal Centro,767332808970,0,0,0
Sucursal Centro,767332809328,0,0,0
Sucursal Centro,767332809632,1,1,1
Sucursal Centro,767332810751,2,2,2
Sucursal Centro,767332810799,0,0,0
Sucursal Centro,767332811246,0,0,0
Sucursal Centro,767332811284,0,0,0
Sucursal Centro,767332811352,0,0,0
Sucursal Centro,767332802312,0,0,0
Sucursal Centro,767332928340,0,0,0
Sucursal Centro,767332928364,1,1,1
Sucursal Centro,767332928425,1,1,1
Sucursal Centro,767332928463,1,1,1
Sucursal Centro,768455102822,0,0,0
Sucursal Centro,768455106912,0,0,0
Sucursal Centro,788492808274,0,0,0
Sucursal Centro,788492808275,0,0,0
Sucursal Centro,792105676159,0,0,0
Sucursal Centro,794504050004,1,1,1
Sucursal Centro,797698113333,1,1,1
Sucursal Centro,797776088935,0,0,0
Sucursal Centro,798190088006,0,0,0
Sucursal Centro,798190088020,0,0,0
Sucursal Centro,798190088044,0,0,0
Sucursal Centro,799439039063,1,1,1
Sucursal Centro,799439039070,1,1,1
Sucursal Centro,810066503083,0,0,0
Sucursal Centro,810066503106,0,0,0
Sucursal Centro,810066503250,0,0,0
Sucursal Centro,810168640563,0,0,0
Sucursal Centro,810168640648,0,0,0
Sucursal Centro,810168640730,0,0,0
Sucursal Centro,810866010019,0,0,0
Sucursal Centro,810866010026,0,0,0
Sucursal Centro,810866010040,0,0,0
Sucursal Centro,810866010088,0,0,0
Sucursal Centro,810866010361,0,0,0
Sucursal Centro,810866010408,0,0,0
Sucursal Centro,810866010446,0,0,0
Sucursal Centro,810866010514,0,0,0
Sucursal Centro,810866010545,0,0,0
Sucursal Centro,810866010576,0,0,0
Sucursal Centro,810866010606,0,0,0
Sucursal Centro,810866010699,0,0,0
Sucursal Centro,810866010750,0,0,0
Sucursal Centro,810866010798,0,0,0
Sucursal Centro,810866011832,0,0,0
Sucursal Centro,810866011931,0,0,0
Sucursal Centro,810866012051,0,0,0
Sucursal Centro,810866012822,0,0,0
Sucursal Centro,810866014079,0,0,0
Sucursal Centro,810866014345,0,0,0
Sucursal Centro,810866015038,0,0,0
Sucursal Centro,810866015052,0,0,0
Sucursal Centro,810866015144,0,0,0
Sucursal Centro,810866016103,0,0,0
Sucursal Centro,810866016592,0,0,0
Sucursal Centro,810866016653,0,0,0
Sucursal Centro,810866017964,0,0,0
Sucursal Centro,811390010469,0,0,0
Sucursal Centro,811390010582,0,0,0
Sucursal Centro,813419020145,0,0,0
Sucursal Centro,813419020589,0,0,0
Sucursal Centro,813419020602,0,0,0
Sucursal Centro,813419021371,0,0,0
Sucursal Centro,813419021388,0,0,0
Sucursal Centro,813419021708,0,0,0
Sucursal Centro,813419021715,0,0,0
Sucursal Centro,813419021722,0,0,0
Sucursal Centro,813419021739,0,0,0
Sucursal Centro,813419022446,0,0,0
Sucursal Centro,813419022453,0,0,0
Sucursal Centro,813419022460,0,0,0
Sucursal Centro,813419022477,0,0,0
Sucursal Centro,813419023504,0,0,0
Sucursal Centro,813419023535,0,0,0
Sucursal Centro,813419023573,0,0,0
Sucursal Centro,813419023610,0,0,0
